inversion	orientation	probe	count.ini	count.fil	count.xun	count.uni	count.qc	efficiency.check	diagnosis
HsInv0060	STD	STDHsInv0060BP2HG18	97	73	5260	2	5260	1	errorMatches
HsInv0068	INV	INVHsInv0068BP1HuRef	163	133	6237	2765	2765	0.245450510430537	errorMatches
HsInv0068	INV	INVHsInv0068BP2HuRef	240	165	1294	8997	8997	0.79866844207723	errorMatches
HsInv0068	INV	INVHsInv0068BP3NA19240v2	175	156	7028	2802	2802	0.248735019973369	errorMatches
HsInv0068	INV	INVHsInv0068BP4NA19240v2	294	215	77	11265	11265	1	errorMatches
HsInv0068	STD	STDHsInv0068BP1HG18	21	17	1096	0	1096	1	
HsInv0068	STD	STDHsInv0068BP2HG18	25	18	1021	0	1021	0.931569343065693	
HsInv0081	INV	INVHsInv0081BP1HuRef	109	95	0	5754	5754	0.960921843687375	
HsInv0081	INV	INVHsInv0081BP2HuRef	100	88	0	5988	5988	1	
HsInv0081	STD	STDHsInv0081BP1HG18	136	119	4803	0	4803	0.950524440926182	
HsInv0081	STD	STDHsInv0081BP2HG18	151	131	5053	1	5053	1	errorMatches
HsInv0091	INV	INVHsInv0091BP2HuRef	127	100	0	10420	10420	1	
HsInv0091	INV	INVHsInv0091BP3HuRef	76	64	0	8524	8524	0.818042226487524	
HsInv0091	STD	STDHsInv0091BP1HG38	384	252	11986	0	11986	0.931892396205878	
HsInv0091	STD	STDHsInv0091BP2HG38	372	220	12862	0	12862	1	
HsInv0092	INV	INVHsInv0092BP1NA19240	90	77	0	2463	2463	0.990748189863234	
HsInv0092	INV	INVHsInv0092BP2NA19240	67	50	0	2486	2486	1	
HsInv0092	STD	STDHsInv0092BP1HG18	200	157	9442	0	9442	1	
HsInv0092	STD	STDHsInv0092BP2HG18	192	155	8359	0	8359	0.885299724634611	
HsInv0095	INV	INVHsInv0095BP1NA19129	106	87	0	6688	6688	0.440521670399157	
HsInv0095	INV	INVHsInv0095BP2NA19240	202	165	0	15182	15182	1	
HsInv0095	STD	STDHsInv0095BP1HG18	103	67	2460	2	2460	0.970797158642463	errorMatches
HsInv0095	STD	STDHsInv0095BP2HG18	110	87	2534	0	2534	1	
HsInv0097	INV	INVHsInv0097BP1NA15510	7	0	0	51	51	1	allFiltered
HsInv0097	INV	INVHsInv0097BP2NA15510	10	0	0	48	48	0.941176470588235	allFiltered
HsInv0097	STD	STDHsInv0097BP1HG18	245	181	11410	0	11410	0.952738810955244	
HsInv0097	STD	STDHsInv0097BP2HG18	258	197	11976	1	11976	1	errorMatches
HsInv0098	INV	INVHsInv0098BP1NA19240	42	37	0	2413	2413	1	
HsInv0098	INV	INVHsInv0098BP2NA19240	77	24	1368	1232	1232	0.510567757977621	errorMatches
HsInv0098	STD	STDHsInv0098BP1HG18	254	191	11380	4	11380	1	errorMatches
HsInv0098	STD	STDHsInv0098BP2HG18	234	170	9438	0	9437	0.829261862917399	
HsInv0102	INV	INVHsInv0102BP1NA12156	36	19	0	1637	1637	0.564677474991376	
HsInv0102	INV	INVHsInv0102BP2NA12156	80	71	0	2899	2899	1	
HsInv0102	STD	STDHsInv0102BP1HG18	226	184	9143	0	9143	1	
HsInv0102	STD	STDHsInv0102BP2HG18	242	168	9011	179	9011	0.985562725582413	errorMatches
HsInv0105	INV	INVHsInv0105BP1NA18507	208	172	0	13496	13496	1	
HsInv0105	INV	INVHsInv0105BP2NA18507	183	151	0	12318	12318	0.912714878482513	
HsInv0105	STD	STDHsInv0105BP1HG18	109	72	3342	0	3342	0.889302820649282	
HsInv0105	STD	STDHsInv0105BP2HG18	89	65	3758	0	3758	1	
HsInv0113	INV	INVHsInv0113BP1NA06985	51	36	0	1263	1263	1	
HsInv0113	INV	INVHsInv0113BP2NA06985	52	11	0	1224	1224	0.969121140142518	
HsInv0113	STD	STDHsInv0113BP2HG38	223	172	9941	1	9941	1	errorMatches
HsInv0141	INV	INVHsInv0141BP1NA12156	19	0	0	1147	1147	1	allFiltered
HsInv0141	INV	INVHsInv0141BP2NA12156	24	0	0	972	972	0.847428073234525	allFiltered
HsInv0141	STD	STDHsInv0141BP1HG38	276	188	10354	0	10354	1	
HsInv0141	STD	STDHsInv0141BP2HG38	260	175	10266	0	10266	0.991500869229283	
HsInv0156	INV	INVHsInv0156BP1NA12878	103	81	0	4215	4215	1	
HsInv0156	INV	INVHsInv0156BP2NA12878	137	95	0	4198	4198	0.995966785290629	
HsInv0156	STD	STDHsInv0156BP1HG18	187	144	9234	0	9234	1	
HsInv0156	STD	STDHsInv0156BP2HG18	166	131	7090	0	7090	0.767814598223955	
HsInv0163	INV	INVHsInv0163BP1NA11995	114	100	0	3160	3160	1	
HsInv0163	INV	INVHsInv0163BP2NA11995	80	65	0	2697	2697	0.853481012658228	
HsInv0163	STD	STDHsInv0163BP1HG18	201	159	9340	0	9340	1	
HsInv0163	STD	STDHsInv0163BP2HG18	198	144	8898	0	8898	0.952676659528908	
HsInv0164	INV	INVHsInv0164BP1HG03838	86	74	0	1271	1271	0.932501834189288	
HsInv0164	INV	INVHsInv0164BP2HG03838	102	77	0	1363	1363	1	
HsInv0164	STD	STDHsInv0164BP1HG38	158	124	9812	0	9812	0.976998904709748	
HsInv0164	STD	STDHsInv0164BP2HG38	168	137	10043	0	10043	1	
HsInv0174	INV	INVHsInv0174BP1CHM1	364	309	0	14550	14550	1	
HsInv0174	INV	INVHsInv0174BP2CHM1	60	50	0	3039	3039	0.208865979381443	
HsInv0174	STD	STDHsInv0174BP1HG18	31	29	3479	0	3479	1	
HsInv0174	STD	STDHsInv0174BP2NA19240NoDel	30	19	1214	949	1214	0.348950847944812	errorMatches
HsInv0181	INV	INVHsInv0181BP1CHM1v2	130	102	0	6907	6907	1	
HsInv0181	INV	INVHsInv0181BP2CHM1v2	81	66	0	4146	4146	0.600260605183147	
HsInv0181	STD	STDHsInv0181BP1HG38v2	133	99	5810	83	5810	1	errorMatches
HsInv0181	STD	STDHsInv0181BP2HG38v2	126	71	3457	12	3457	0.595008605851979	errorMatches
HsInv0191	INV	INVHsInv0191BP1CHM1	186	146	0	8474	8474	0.779075112622966	
HsInv0191	INV	INVHsInv0191BP2CHM1	252	221	0	10877	10877	1	
HsInv0191	STD	STDHsInv0191BP1HG38	124	77	5808	34	5808	0.718100890207715	errorMatches
HsInv0191	STD	STDHsInv0191BP2HG38	160	122	8088	0	8088	1	
HsInv0201	INV	INVHsInv0201BP1Celera	255	202	0	9439	9439	0.919532391622017	
HsInv0201	INV	INVHsInv0201BP2Celera	298	247	0	10265	10265	1	
HsInv0201	STD	STDHsInv0201BP1HG18	76	56	4817	0	4817	0.949349625541979	
HsInv0201	STD	STDHsInv0201BP2HG18	87	66	5074	0	5074	1	
HsInv0212	INV	INVHsInv0212BP1HX1	29	14	0	3089	3089	0.967428750391481	
HsInv0212	INV	INVHsInv0212BP2HX1	43	30	0	3193	3193	1	
HsInv0212	STD	STDHsInv0212BP1HG38	234	182	9685	0	9685	1	
HsInv0212	STD	STDHsInv0212BP2HG38	238	158	9598	0	9598	0.991017036654621	
HsInv0213	INV	INVHsInv0213BP1NA19440	4	0	0	549	549	1	allFiltered
HsInv0213	INV	INVHsInv0213BP2NA19440	1	0	0	520	520	0.947176684881603	allFiltered
HsInv0213	STD	STDHsInv0213BP1HG38	294	224	11623	1	11623	1	errorMatches
HsInv0213	STD	STDHsInv0213BP2HG38	234	179	10955	0	10955	0.942527746709111	
HsInv0260	INV	INVHsInv0260BP1NA18517	125	90	0	4270	4270	1	
HsInv0260	STD	STDHsInv0260BP1HG18	230	163	8485	0	8485	1	
HsInv0284	INV	INVHsInv0284BP1NA19129	0	0	0	552	552	0.929292929292929	failedDetection
HsInv0284	INV	INVHsInv0284BP2NA19129	0	0	0	594	594	1	failedDetection
HsInv0284	STD	STDHsInv0284BP1HG18	239	179	11033	0	11033	1	
HsInv0284	STD	STDHsInv0284BP2HG18	223	168	10447	0	10447	0.946886612888607	
HsInv0379	INV	INVHsInv0379BP1Inv	0	0	0	225	225	1	failedDetection
HsInv0379	INV	INVHsInv0379BP2Inv	0	0	0	192	192	0.853333333333333	failedDetection
HsInv0379	STD	STDHsInv0379BP1HG18	216	158	10250	0	10250	1	
HsInv0379	STD	STDHsInv0379BP2HG18	229	181	9291	3	9291	0.906439024390244	errorMatches
HsInv0409	INV	INVHsInv0409BP1NA12878	190	154	0	4928	4928	1	
HsInv0409	INV	INVHsInv0409BP2NA12878	105	91	0	2876	2876	0.583603896103896	
HsInv0409	STD	STDHsInv0409BP1HG18	74	60	4724	0	4724	0.94498899779956	
HsInv0409	STD	STDHsInv0409BP2HG18	88	65	4999	0	4999	1	
HsInv0442	INV	INVHsInv0442BP1AK1	221	178	0	10794	10794	0.988371028294112	
HsInv0442	INV	INVHsInv0442BP2AK1	251	206	0	10921	10921	1	
HsInv0442	STD	STDHsInv0442BP1HG38	94	69	5549	0	5549	1	
HsInv0442	STD	STDHsInv0442BP2HG38	90	68	5147	0	5147	0.927554514326906	
HsInv0553	INV	INVHsInv0553BP1NA12878	1	0	0	235	235	1	allFiltered
HsInv0553	STD	STDHsInv0553BP1HG38	315	249	13360	11	13360	1	errorMatches
HsInv0901	INV	INVHsInv0901BP0CHM1v2	0	0	0	0	0	0	emptyAlt,failedDetection
HsInv0901	INV	INVHsInv0901BP0CHM1v2	0	0	0	0	0	0	emptyAlt,failedDetection
HsInv0901	INV	INVHsInv0901BP1CHM1	57	41	0	4147	4147	1	
HsInv0901	STD	STDHsInv0901BP0HG38v2	196	136	8089	0	8089	1	
HsInv0901	STD	STDHsInv0901BP2HG38	0	0	0	0	0	0	emptyRef,failedDetection
HsInv0901	STD	STDHsInv0901BP2HG38	0	0	0	0	0	0	emptyRef,failedDetection
HsInv0960	INV	INVHsInv0960BP1NA18552	23	18	0	1429	1429	0.97943797121316	
HsInv0960	INV	INVHsInv0960BP2NA18552	49	35	0	1459	1459	1	
HsInv0960	STD	STDHsInv0960BP1HG38	206	172	10870	0	10870	0.978750225103548	
HsInv0960	STD	STDHsInv0960BP2HG38	196	166	11106	0	11106	1	
HsInv0965	INV	INVHsInv0965BP1NA19129	171	128	0	3056	3056	1	
HsInv0965	INV	INVHsInv0965BP2NA19129	120	101	0	2805	2805	0.917866492146597	
HsInv0965	STD	STDHsInv0965BP1HG18	152	120	9944	0	9944	0.982997232107552	
HsInv0965	STD	STDHsInv0965BP2HG18	192	139	10116	0	10116	1	
HsInv0989	INV	INVHsInv0989BP1CHM1	61	42	0	738	738	1	
HsInv0989	INV	INVHsInv0989BP2CHM1	48	38	0	316	316	0.428184281842818	
HsInv0989	STD	STDHsInv0989BP1HG38	217	141	10081	36	10081	0.870252071823204	errorMatches
HsInv0989	STD	STDHsInv0989BP2HG38	227	181	11584	0	11584	1	
HsInv0991	INV	INVHsInv0991BP1CHM1	429	364	18652	11	11	1	errorMatches
HsInv0991	INV	INVHsInv0991BP2CHM1	157	128	7854	1	1	0.0909090909090909	errorMatches
HsInv0991	STD	STDHsInv0991BP1HG38	29	20	1725	0	1725	1	
HsInv0991	STD	STDHsInv0991BP2HG38	39	21	1529	0	1529	0.886376811594203	
HsInv1053	INV	INVHsInv1053BP1HuRef	238	186	0	10385	10385	0.835545900716067	
HsInv1053	INV	INVHsInv1053BP2HuRef	308	263	0	12429	12429	1	
HsInv1053	STD	STDHsInv1053BP1HG18	64	45	4677	0	4677	1	
HsInv1053	STD	STDHsInv1053BP2HG18	66	45	3961	0	3961	0.846910412657687	
HsInv1065	INV	INVHsInv1065BP1NA18956	90	78	0	3173	3173	0.731780442804428	
HsInv1065	INV	INVHsInv1065BP2NA18956	97	80	0	3579	3579	0.825415129151292	
HsInv1065	INV	INVHsInv1065BP3NA18956	65	54	0	2608	2608	0.601476014760148	
HsInv1065	INV	INVHsInv1065BP4NA18956	91	74	0	4336	4336	1	
HsInv1065	STD	STDHsInv1065BP1HG38	149	111	7913	0	7913	0.990983093299937	
HsInv1065	STD	STDHsInv1065BP2HG38	126	95	7787	0	7787	0.975203506574828	
HsInv1065	STD	STDHsInv1065BP3HG38	137	112	7985	0	7985	1	
HsInv1065	STD	STDHsInv1065BP4HG38	118	83	6904	0	6904	0.864621164683782	
HsInv1066	INV	INVHsInv1066BP1HG00268	0	0	0	356	356	0.892230576441103	failedDetection
HsInv1066	INV	INVHsInv1066BP2HG00268	0	0	0	399	399	1	failedDetection
HsInv1066	STD	STDHsInv1066BP1HG18	301	247	13159	0	13159	1	
HsInv1066	STD	STDHsInv1066BP2HG18	209	180	9391	2	9391	0.713656052891557	errorMatches
HsInv1070	INV	INVHsInv1070BP1NA11829	27	0	1	172	172	1	allFiltered,errorMatches
HsInv1070	INV	INVHsInv1070BP2NA11829	29	0	61	90	90	0.523255813953488	allFiltered,errorMatches
HsInv1070	STD	STDHsInv1070BP1HG18	318	219	10474	57	10474	1	errorMatches
HsInv1070	STD	STDHsInv1070BP2HG18	212	176	10003	90	10003	0.955031506587741	errorMatches
HsInv1075	INV	INVHsInv1075BP1NA19129	184	137	0	3243	3243	1	
HsInv1075	INV	INVHsInv1075BP2NA19129	152	106	1455	1188	1188	0.366327474560592	errorMatches
HsInv1075	STD	STDHsInv1075BP1HG18	164	126	10509	335	10509	1	errorMatches
HsInv1075	STD	STDHsInv1075BP2HG18	181	142	10413	266	10413	0.990864972880388	errorMatches
HsInv1116	INV	INVHsInv1116BP1HuRef	292	239	0	18520	18520	1	
HsInv1116	INV	INVHsInv1116BP2HuRef	274	227	0	18151	18151	0.980075593952484	
HsInv1116	STD	STDHsInv1116BP1HG18	67	51	1252	0	1252	1	
HsInv1116	STD	STDHsInv1116BP2HG18	64	49	1162	0	1162	0.928115015974441	
HsInv1122	INV	INVHsInv1122BP1HuRef	64	46	0	4642	4642	0.97480050398992	
HsInv1122	INV	INVHsInv1122BP2HuRef	60	54	0	4762	4762	1	
HsInv1122	STD	STDHsInv1122BP1HG18	44	30	4496	0	4496	0.94732406236831	
HsInv1122	STD	STDHsInv1122BP2HG18	36	18	4746	0	4746	1	
HsInv1127	INV	INVHsInv1127BP1NA19434	26	24	0	912	912	1	
HsInv1127	INV	INVHsInv1127BP2NA19434	23	22	0	906	906	0.993421052631579	
HsInv1127	STD	STDHsInv1127BP1HG38	167	136	9077	0	9077	1	
HsInv1127	STD	STDHsInv1127BP2HG38	155	127	8059	1	8059	0.887848408064338	errorMatches
HsInv1128	INV	INVHsInv1128BP1HG00733	0	0	0	120	120	0.628272251308901	failedDetection
HsInv1128	INV	INVHsInv1128BP2HG00733	3	0	0	191	191	1	allFiltered
HsInv1128	STD	STDHsInv1128BP1HG38	266	203	11803	0	11803	1	
HsInv1128	STD	STDHsInv1128BP2HG38	233	165	11005	1	11005	0.932390070321105	errorMatches
HsInv1129	INV	INVHsInv1129BP1HG03115	18	0	0	949	949	0.997896950578339	allFiltered
HsInv1129	INV	INVHsInv1129BP2HG03115	16	0	0	951	951	1	allFiltered
HsInv1129	STD	STDHsInv1129BP1HG38	182	140	8690	0	8690	0.971166741171211	
HsInv1129	STD	STDHsInv1129BP2HG38	196	157	8948	0	8948	1	
HsInv1143	INV	INVHsInv1143BP1NA19240	9	0	0	1367	1367	0.962676056338028	allFiltered
HsInv1143	INV	INVHsInv1143BP2NA19240	8	0	0	1420	1420	1	allFiltered
HsInv1143	STD	STDHsInv1143BP1HG38	278	215	11869	1	11869	0.997394957983193	errorMatches
HsInv1143	STD	STDHsInv1143BP2HG38	267	195	11900	1	11900	1	errorMatches
HsInv1222	INV	INVHsInv1222BP1NA19129	54	44	0	1258	1258	0.976708074534162	
HsInv1222	INV	INVHsInv1222BP2NA19129	77	45	0	1288	1288	1	
HsInv1222	STD	STDHsInv1222BP1HG38	191	132	9581	0	9581	1	
HsInv1222	STD	STDHsInv1222BP2HG38	165	118	9419	0	9419	0.983091535330341	
HsInv1256	INV	INVHsInv1256BP1NA12878	7	0	0	1302	1302	0.981900452488688	allFiltered
HsInv1256	INV	INVHsInv1256BP2NA12878	12	0	0	1326	1326	1	allFiltered
HsInv1256	STD	STDHsInv1256BP1HG38	251	180	11636	0	11636	1	
HsInv1256	STD	STDHsInv1256BP2HG38	272	196	11271	0	11271	0.968631832244758	
HsInv1258	INV	INVHsInv1258BP1NA19240	133	105	0	3158	3158	0.990589711417817	
HsInv1258	INV	INVHsInv1258BP2NA19240	97	73	0	3188	3188	1	
HsInv1258	STD	STDHsInv1258BP1HG38	210	155	10575	0	10575	1	
HsInv1258	STD	STDHsInv1258BP2HG38	227	163	10457	0	10457	0.988841607565012	
HsInv1263	INV	INVHsInv1263BP1HG02059	0	0	0	893	893	0.445164506480558	failedDetection
HsInv1263	INV	INVHsInv1263BP2HG02059	6	0	0	2006	2006	1	allFiltered
HsInv1263	STD	STDHsInv1263BP1HG38	255	188	9904	0	9904	1	
HsInv1263	STD	STDHsInv1263BP2HG38	246	171	9023	0	9023	0.911046042003231	
HsInv1264	INV	INVHsInv1264BP1CMT001	0	0	0	639	639	1	failedDetection
HsInv1264	INV	INVHsInv1264BP2CMT001	261	190	11397	0	0	0	emptyAlt,failedQC,errorMatches
HsInv1264	STD	STDHsInv1264BP2HG38	259	204	11033	0	11032	1	
HsInv1306	INV	INVHsInv1306BP1HG02818	68	56	0	572	572	0.890965732087227	
HsInv1306	INV	INVHsInv1306BP2HG02818	52	42	0	642	642	1	
HsInv1306	STD	STDHsInv1306BP1HG38	418	362	21864	0	21864	0.954509735440496	
HsInv1306	STD	STDHsInv1306BP2HG38	442	338	22906	0	22906	1	
HsInv1314	INV	INVHsInv1314BP1NA19434	0	0	0	442	442	0.827715355805243	failedDetection
HsInv1314	INV	INVHsInv1314BP2NA19434	33	9	437	534	534	1	errorMatches
HsInv1314	STD	STDHsInv1314BP1HG38	251	174	11308	0	11308	1	
HsInv1314	STD	STDHsInv1314BP2HG38	272	193	10828	0	10828	0.957552175451008	
HsInv1321	INV	INVHsInv1321BP1AK1	215	188	193	8594	8594	1	errorMatches
HsInv1321	INV	INVHsInv1321BP2AK1	236	176	7172	1522	1522	0.177100302536653	errorMatches
HsInv1321	STD	STDHsInv1321BP1HG38	152	130	8445	17	8445	1	errorMatches
HsInv1321	STD	STDHsInv1321BP2HG38	158	114	6509	2	6509	0.770751924215512	errorMatches
HsInv1348	INV	INVHsInv1348BP1NA12878	32	20	0	2286	2286	0.95210329029571	
HsInv1348	INV	INVHsInv1348BP2NA12878	36	23	0	2401	2401	1	
HsInv1348	STD	STDHsInv1348BP1HG38	234	169	10435	0	10435	1	
HsInv1348	STD	STDHsInv1348BP2HG38	224	183	10336	2	10336	0.990512697652132	errorMatches
HsInv1358	INV	INVHsInv1358BP1NA19129	40	26	0	1803	1803	0.859389895138227	
HsInv1358	INV	INVHsInv1358BP2NA19129	24	20	0	2098	2098	1	
HsInv1358	STD	STDHsInv1358BP1HG38	301	225	12003	0	12003	1	
HsInv1358	STD	STDHsInv1358BP2HG38	278	192	10698	0	10698	0.891277180704824	
HsInv1360	INV	INVHsInv1360BP1HG02818	10	0	0	300	300	0.884955752212389	allFiltered
HsInv1360	INV	INVHsInv1360BP2HG02818	13	0	0	339	339	1	allFiltered
HsInv1360	STD	STDHsInv1360BP1HG38	233	172	11443	0	11443	1	
HsInv1360	STD	STDHsInv1360BP2HG38	225	166	10310	0	10310	0.900987503277113	
HsInv1402	INV	INVHsInv1402BP1NA12156	8	0	0	630	630	0.651499482936918	allFiltered
HsInv1402	INV	INVHsInv1402BP2NA12156	1	0	0	967	967	1	allFiltered
HsInv1402	STD	STDHsInv1402BP1HG38	275	218	12331	0	12331	1	
HsInv1402	STD	STDHsInv1402BP2HG38	283	210	11746	159	11746	0.952558592166086	errorMatches
HsInv1421	INV	INVHsInv1421BP1NA12004	13	0	0	219	219	0.848837209302326	allFiltered
HsInv1421	INV	INVHsInv1421BP2NA12004	5	0	0	258	258	1	allFiltered
HsInv1421	STD	STDHsInv1421BP1HG38	296	203	13644	0	13644	1	
HsInv1421	STD	STDHsInv1421BP2HG38	299	237	13317	0	13317	0.976033421284081	
HsInv1427	INV	INVHsInv1427BP1HG02059	51	26	0	2015	2015	1	
HsInv1427	INV	INVHsInv1427BP2HG02059	46	28	0	1820	1820	0.903225806451613	
HsInv1427	STD	STDHsInv1427BP1HG38	220	159	9405	5	9405	0.984095427435388	errorMatches
HsInv1427	STD	STDHsInv1427BP2HG38	231	173	9557	0	9557	1	
HsInv1474	INV	INVHsInv1474BP1HG02623	17	0	0	1332	1332	1	allFiltered
HsInv1474	INV	INVHsInv1474BP2HG02623	3	0	0	1271	1271	0.954204204204204	allFiltered
HsInv1474	STD	STDHsInv1474BP1HG38	203	159	7985	6	7985	1	errorMatches
HsInv1474	STD	STDHsInv1474BP2HG38	178	153	7780	48	7780	0.974326862867877	errorMatches
HsInv1569	INV	INVHsInv1569BP1CHM1	16	0	0	236	236	0.8	allFiltered
HsInv1569	INV	INVHsInv1569BP2CHM1	9	0	0	295	295	1	allFiltered
HsInv1569	STD	STDHsInv1569BP1HG38	231	176	10309	0	10309	0.926818304414277	
HsInv1569	STD	STDHsInv1569BP2HG38	239	186	11123	0	11123	1	
HsInv1590	INV	INVHsInv1590BP1NA19240	38	17	0	1084	1084	0.548305513404148	
HsInv1590	INV	INVHsInv1590BP2NA19240	30	19	0	1977	1977	1	
HsInv1590	STD	STDHsInv1590BP1HG38	224	166	10263	0	10263	1	
HsInv1590	STD	STDHsInv1590BP2HG38	210	155	9978	0	9978	0.972230342005262	
HsInv1785	INV	INVHsInv1785BP1CHM1	52	48	0	1987	1987	1	
HsInv1785	INV	INVHsInv1785BP2CHM1	30	23	0	1509	1509	0.759436336185204	
HsInv1785	STD	STDHsInv1785BP1HG38	232	187	11430	5	11430	1	errorMatches
HsInv1785	STD	STDHsInv1785BP2HG38	191	135	9178	176	9178	0.802974628171479	errorMatches
HsInv1790	INV	INVHsInv1790BP1HG03115	16	0	0	180	180	0.861244019138756	allFiltered
HsInv1790	INV	INVHsInv1790BP2HG03115	19	0	0	209	209	1	allFiltered
HsInv1790	STD	STDHsInv1790BP1HG38	250	195	11366	0	11366	1	
HsInv1790	STD	STDHsInv1790BP2HG38	257	171	10802	12	10802	0.950378321309168	errorMatches
HsInv1798	INV	INVHsInv1798BP1NA24149	18	8	13	584	584	0.465338645418327	errorMatches
HsInv1798	INV	INVHsInv1798BP2NA24149	114	56	2211	1255	1255	1	errorMatches
HsInv1798	STD	STDHsInv1798BP0HG38	147	115	5883	2	5883	1	errorMatches
HsInv1808	INV	INVHsInv1808BP1HG03486	23	2	0	165	165	0.544554455445545	
HsInv1808	INV	INVHsInv1808BP2HG03486	8	0	0	303	303	1	allFiltered
HsInv1808	STD	STDHsInv1808BP1HG38	265	213	8	13729	6	1	errorMatches
HsInv1808	STD	STDHsInv1808BP2HG38	214	181	2	11094	2	0.333333333333333	errorMatches
HsInv1819	INV	INVHsInv1819BP1HX1	0	0	0	156	156	0.791878172588833	failedDetection
HsInv1819	INV	INVHsInv1819BP2HX1	0	0	0	197	197	1	failedDetection
HsInv1819	STD	STDHsInv1819BP1HG38	239	184	11442	0	11442	1	
HsInv1819	STD	STDHsInv1819BP2HG38	254	196	11005	0	11005	0.961807376332809	
HsInv1820	INV	INVHsInv1820BP1HG03115	24	0	0	300	300	0.46801872074883	allFiltered
HsInv1820	INV	INVHsInv1820BP2HG03115	16	0	0	641	641	1	allFiltered
HsInv1820	STD	STDHsInv1820BP1HG38	226	157	9053	115	9053	0.974174109544819	errorMatches
HsInv1820	STD	STDHsInv1820BP2HG38	200	141	9293	368	9293	1	errorMatches
HsInv1838	INV	INVHsInv1838BP1YH	44	32	630	842	842	0.228493894165536	errorMatches
HsInv1838	INV	INVHsInv1838BP2YH	77	69	0	3685	3685	1	
HsInv1838	STD	STDHsInv1838BP1HG38	215	166	10116	0	10116	1	
HsInv1838	STD	STDHsInv1838BP2HG38	157	115	6197	54	6197	0.612593910636615	errorMatches
HsInv1848	INV	INVHsInv1848BP1NA19129	7	0	0	825	825	1	allFiltered
HsInv1848	INV	INVHsInv1848BP2NA19129	75	30	1325	315	315	0.381818181818182	errorMatches
HsInv1848	STD	STDHsInv1848BP1HG38	255	203	11501	2	11501	0.888313895110836	errorMatches
HsInv1848	STD	STDHsInv1848BP2HG38	287	222	12947	97	12947	1	errorMatches
HsInv1867	INV	INVHsInv1867BP1NA12878	34	9	0	889	889	0.137552220331116	
HsInv1867	INV	INVHsInv1867BP2NA12878	127	100	0	6463	6463	1	
HsInv1867	STD	STDHsInv1867BP1HG38	224	168	8296	687	8294	0.853907134767837	errorMatches
