inversion	orientation	probe	count.ini	count.fil	count.xun	count.uni	count.qc	efficiency.check	diagnosis
HsInv0058	INV	INVHsInv0058BP1HuRef	1514	36	1	35	35	1	errorMatches
HsInv0058	INV	INVHsInv0058BP2HuRef	1539	0	0	0	0	0	emptyAlt,allFiltered
HsInv0058	STD	STDHsInv0058BP1HG18	229	0	0	0	0	NA	emptyRef,allFiltered
HsInv0058	STD	STDHsInv0058BP2HG18	477	0	0	0	0	NA	emptyRef,allFiltered
HsInv0059	INV	INVHsInv0059BP1HuRef	23	2	0	2	2	1	
HsInv0059	INV	INVHsInv0059BP2HuRef	29	0	0	0	0	0	emptyAlt,allFiltered
HsInv0059	STD	STDHsInv0059BP1HG18	32	0	0	0	0	NA	emptyRef,allFiltered
HsInv0059	STD	STDHsInv0059BP2HG18	61	0	0	0	0	NA	emptyRef,allFiltered
HsInv0060	INV	INVHsInv0060BP1HuRef	55	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0060	INV	INVHsInv0060BP2HuRef	81	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0060	STD	STDHsInv0060BP1HG18	34	0	0	0	0	NA	emptyRef,allFiltered
HsInv0060	STD	STDHsInv0060BP2HG18	82	0	0	0	0	NA	emptyRef,allFiltered
HsInv0068	INV	INVHsInv0068BP1HuRef	149	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0068	INV	INVHsInv0068BP2HuRef	526	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0068	INV	INVHsInv0068BP3NA19240v2	82	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0068	INV	INVHsInv0068BP4NA19240v2	208	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0068	STD	STDHsInv0068BP1HG18	73	0	0	0	0	NA	emptyRef,allFiltered
HsInv0068	STD	STDHsInv0068BP2HG18	26	0	0	0	0	NA	emptyRef,allFiltered
HsInv0081	INV	INVHsInv0081BP1HuRef	215	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0081	INV	INVHsInv0081BP2HuRef	224	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0081	STD	STDHsInv0081BP1HG18	179	13	13	0	13	0.866666666666667	
HsInv0081	STD	STDHsInv0081BP2HG18	212	15	15	0	15	1	
HsInv0091	INV	INVHsInv0091BP2HuRef	240	0	0	0	0	0	emptyAlt,allFiltered
HsInv0091	INV	INVHsInv0091BP3HuRef	171	1	0	1	1	1	
HsInv0091	STD	STDHsInv0091BP1HG38	82	0	0	0	0	NA	emptyRef,allFiltered
HsInv0091	STD	STDHsInv0091BP2HG38	298	0	0	0	0	NA	emptyRef,allFiltered
HsInv0092	INV	INVHsInv0092BP1NA19240	37	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0092	INV	INVHsInv0092BP2NA19240	25	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0092	STD	STDHsInv0092BP1HG18	48	19	19	0	19	1	
HsInv0092	STD	STDHsInv0092BP2HG18	53	11	11	0	11	0.578947368421053	
HsInv0095	INV	INVHsInv0095BP1NA19129	523	13	1	12	12	1	errorMatches
HsInv0095	INV	INVHsInv0095BP2NA19240	36	0	0	0	0	0	emptyAlt,allFiltered
HsInv0095	STD	STDHsInv0095BP1HG18	316	0	0	0	0	NA	emptyRef,allFiltered
HsInv0095	STD	STDHsInv0095BP2HG18	106	0	0	0	0	NA	emptyRef,allFiltered
HsInv0097	INV	INVHsInv0097BP1NA15510	50	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0097	INV	INVHsInv0097BP2NA15510	463	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0097	STD	STDHsInv0097BP1HG18	158	13	13	0	13	1	
HsInv0097	STD	STDHsInv0097BP2HG18	243	10	10	0	10	0.769230769230769	
HsInv0098	INV	INVHsInv0098BP1NA19240	796	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0098	INV	INVHsInv0098BP2NA19240	520	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0098	STD	STDHsInv0098BP1HG18	803	10	10	0	10	1	
HsInv0098	STD	STDHsInv0098BP2HG18	378	10	10	0	10	1	
HsInv0102	INV	INVHsInv0102BP1NA12156	3311	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0102	INV	INVHsInv0102BP2NA12156	146	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0102	STD	STDHsInv0102BP1HG18	272	6	6	0	6	0.5	
HsInv0102	STD	STDHsInv0102BP2HG18	4480	12	12	0	12	1	
HsInv0105	INV	INVHsInv0105BP1NA18507	39	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0105	INV	INVHsInv0105BP2NA18507	25	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0105	STD	STDHsInv0105BP1HG18	21	0	0	0	0	NA	emptyRef,allFiltered
HsInv0105	STD	STDHsInv0105BP2HG18	29	0	0	0	0	NA	emptyRef,allFiltered
HsInv0113	INV	INVHsInv0113BP1NA06985	369	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0113	INV	INVHsInv0113BP2NA06985	125	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0113	STD	STDHsInv0113BP2HG38	85	8	8	0	8	1	
HsInv0141	INV	INVHsInv0141BP1NA12156	395	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0141	INV	INVHsInv0141BP2NA12156	178	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0141	STD	STDHsInv0141BP1HG38	520	17	17	0	17	1	
HsInv0141	STD	STDHsInv0141BP2HG38	452	17	17	0	17	1	
HsInv0156	INV	INVHsInv0156BP1NA12878	49	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0156	INV	INVHsInv0156BP2NA12878	188	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0156	STD	STDHsInv0156BP1HG18	103	14	14	0	14	0.875	
HsInv0156	STD	STDHsInv0156BP2HG18	167	16	16	0	16	1	
HsInv0163	INV	INVHsInv0163BP1NA11995	25	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0163	INV	INVHsInv0163BP2NA11995	102	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0163	STD	STDHsInv0163BP1HG18	55	15	15	0	15	1	
HsInv0163	STD	STDHsInv0163BP2HG18	60	8	8	0	8	0.533333333333333	
HsInv0164	INV	INVHsInv0164BP1HG03838	348	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0164	INV	INVHsInv0164BP2HG03838	78	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0164	STD	STDHsInv0164BP1HG38	200	5	5	0	5	0.625	
HsInv0164	STD	STDHsInv0164BP2HG38	119	8	8	0	8	1	
HsInv0174	INV	INVHsInv0174BP1CHM1	521	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0174	INV	INVHsInv0174BP2CHM1	1283	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0174	STD	STDHsInv0174BP1HG18	92	0	0	0	0	NA	emptyRef,allFiltered
HsInv0174	STD	STDHsInv0174BP2HG18	464	0	0	0	0	NA	emptyRef,allFiltered
HsInv0181	INV	INVHsInv0181BP1CHM1v2	82	0	0	0	0	0	emptyAlt,allFiltered
HsInv0181	INV	INVHsInv0181BP2CHM1v2	2309	3	0	3	3	1	
HsInv0181	STD	STDHsInv0181BP1HG38v2	99	3	1	2	0	NA	failedQC,errorMatches
HsInv0181	STD	STDHsInv0181BP2HG38v2	991	0	0	0	0	NA	emptyRef,allFiltered
HsInv0191	INV	INVHsInv0191BP1CHM1	976	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0191	INV	INVHsInv0191BP2CHM1	20	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0191	STD	STDHsInv0191BP1HG38	97	19	13	6	12	1	errorMatches
HsInv0191	STD	STDHsInv0191BP2HG38	46	9	9	0	9	0.75	
HsInv0200	INV	INVHsInv0200BP1NA12878	7357	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0200	STD	STDHsInv0200BP1HG38	3933	0	0	0	0	NA	emptyRef,allFiltered
HsInv0201	INV	INVHsInv0201BP1Celera	598	0	0	0	0	0	emptyAlt,allFiltered
HsInv0201	INV	INVHsInv0201BP2Celera	86	3	0	3	3	1	
HsInv0201	STD	STDHsInv0201BP1HG18	317	0	0	0	0	NA	emptyRef,allFiltered
HsInv0201	STD	STDHsInv0201BP2HG18	217	0	0	0	0	NA	emptyRef,allFiltered
HsInv0212	INV	INVHsInv0212BP1HX1	179	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0212	INV	INVHsInv0212BP2HX1	109	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0212	STD	STDHsInv0212BP1HG38	137	12	12	0	12	0.461538461538462	
HsInv0212	STD	STDHsInv0212BP2HG38	128	26	26	0	26	1	
HsInv0213	INV	INVHsInv0213BP1NA19440	43	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0213	INV	INVHsInv0213BP2NA19440	222	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0213	STD	STDHsInv0213BP1HG38	69	12	12	0	12	1	
HsInv0213	STD	STDHsInv0213BP2HG38	96	9	9	0	9	0.75	
HsInv0260	INV	INVHsInv0260BP1NA18517	112	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0260	STD	STDHsInv0260BP1HG18	181	15	15	0	15	1	
HsInv0284	INV	INVHsInv0284BP1NA19129	78	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0284	INV	INVHsInv0284BP2NA19129	37	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0284	STD	STDHsInv0284BP1HG18	57	9	9	0	9	0.5625	
HsInv0284	STD	STDHsInv0284BP2HG18	57	16	16	0	16	1	
HsInv0379	INV	INVHsInv0379BP1Inv	546	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0379	INV	INVHsInv0379BP2Inv	102	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0379	STD	STDHsInv0379BP1HG18	65	19	19	0	19	1	
HsInv0379	STD	STDHsInv0379BP2HG18	1989	9	9	0	9	0.473684210526316	
HsInv0409	INV	INVHsInv0409BP1NA12878	135	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0409	INV	INVHsInv0409BP2NA12878	361	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0409	STD	STDHsInv0409BP1HG18	118	0	0	0	0	0	emptyRef,allFiltered
HsInv0409	STD	STDHsInv0409BP2HG18	104	1	1	0	1	1	
HsInv0442	INV	INVHsInv0442BP1AK1	74	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0442	INV	INVHsInv0442BP2AK1	108	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0442	STD	STDHsInv0442BP1HG38	197	16	16	0	16	1	
HsInv0442	STD	STDHsInv0442BP2HG38	483	12	12	0	12	0.75	
HsInv0553	INV	INVHsInv0553BP1NA12878	207	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0553	STD	STDHsInv0553BP1HG38	3702	8	8	0	8	1	
HsInv0901	INV	INVHsInv0901BP0CHM1v2	704	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0901	INV	INVHsInv0901BP1CHM1	491	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0901	STD	STDHsInv0901BP0HG38v2	460	0	0	0	0	NA	emptyRef,allFiltered
HsInv0901	STD	STDHsInv0901BP2HG38	491	0	0	0	0	NA	emptyRef,allFiltered
HsInv0960	INV	INVHsInv0960BP1NA18552	33	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0960	INV	INVHsInv0960BP2NA18552	961	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0960	STD	STDHsInv0960BP1HG38	56	16	16	0	16	1	
HsInv0960	STD	STDHsInv0960BP2HG38	278	16	16	0	16	1	
HsInv0965	INV	INVHsInv0965BP1NA19129	279	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0965	INV	INVHsInv0965BP2NA19129	42	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0965	STD	STDHsInv0965BP1HG18	31	0	0	0	0	NA	emptyRef,allFiltered
HsInv0965	STD	STDHsInv0965BP2HG18	157	0	0	0	0	NA	emptyRef,allFiltered
HsInv0989	INV	INVHsInv0989BP1CHM1	466	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0989	INV	INVHsInv0989BP2CHM1	210	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0989	STD	STDHsInv0989BP1HG38	2524	497	30	467	6	0.75	errorMatches
HsInv0989	STD	STDHsInv0989BP2HG38	386	8	8	0	8	1	
HsInv0991	INV	INVHsInv0991BP1CHM1	388	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0991	INV	INVHsInv0991BP2CHM1	437	0	0	0	0	NA	emptyAlt,allFiltered
HsInv0991	STD	STDHsInv0991BP1HG38	25	0	0	0	0	NA	emptyRef,allFiltered
HsInv0991	STD	STDHsInv0991BP2HG38	227	0	0	0	0	NA	emptyRef,allFiltered
HsInv1053	INV	INVHsInv1053BP1HuRef	201	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1053	INV	INVHsInv1053BP2HuRef	24	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1053	STD	STDHsInv1053BP1HG18	292	7	7	0	7	1	
HsInv1053	STD	STDHsInv1053BP2HG18	30	1	1	0	1	0.142857142857143	
HsInv1065	INV	INVHsInv1065BP1NA18956	354	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1065	INV	INVHsInv1065BP2NA18956	384	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1065	INV	INVHsInv1065BP3NA18956	4937	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1065	INV	INVHsInv1065BP4NA18956	387	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1065	STD	STDHsInv1065BP1HG38	636	19	19	0	19	0.791666666666667	
HsInv1065	STD	STDHsInv1065BP2HG38	182	17	17	0	17	0.708333333333333	
HsInv1065	STD	STDHsInv1065BP3HG38	127	24	24	0	24	1	
HsInv1065	STD	STDHsInv1065BP4HG38	309	18	18	0	18	0.75	
HsInv1066	INV	INVHsInv1066BP1HG00268	73	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1066	INV	INVHsInv1066BP2HG00268	2705	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1066	STD	STDHsInv1066BP1HG18	77	12	12	0	12	0.571428571428571	
HsInv1066	STD	STDHsInv1066BP2HG18	1448	21	21	0	21	1	
HsInv1070	INV	INVHsInv1070BP1NA11829	183	24	1	23	23	1	errorMatches
HsInv1070	INV	INVHsInv1070BP2NA11829	387	2	2	0	0	0	emptyAlt,failedQC,errorMatches
HsInv1070	STD	STDHsInv1070BP1HG18	4000	0	0	0	0	NA	emptyRef,allFiltered
HsInv1070	STD	STDHsInv1070BP2HG18	1061	76	1	75	0	NA	failedQC,errorMatches
HsInv1075	INV	INVHsInv1075BP1NA19129	2929	0	0	0	0	0	emptyAlt,allFiltered
HsInv1075	INV	INVHsInv1075BP2NA19129	89	7	0	7	7	1	
HsInv1075	STD	STDHsInv1075BP1HG18	1905	230	22	208	8	1	errorMatches
HsInv1075	STD	STDHsInv1075BP2HG18	3408	5	5	0	5	0.625	
HsInv1116	INV	INVHsInv1116BP1HuRef	325	1	0	1	1	1	
HsInv1116	INV	INVHsInv1116BP2HuRef	40	0	0	0	0	0	emptyAlt,allFiltered
HsInv1116	STD	STDHsInv1116BP1HG18	86	0	0	0	0	NA	emptyRef,allFiltered
HsInv1116	STD	STDHsInv1116BP2HG18	24	0	0	0	0	NA	emptyRef,allFiltered
HsInv1122	INV	INVHsInv1122BP1HuRef	238	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1122	INV	INVHsInv1122BP2HuRef	45	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1122	STD	STDHsInv1122BP1HG18	330	11	11	0	11	0.5	
HsInv1122	STD	STDHsInv1122BP2HG18	88	22	22	0	22	1	
HsInv1127	INV	INVHsInv1127BP1NA19434	87	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1127	INV	INVHsInv1127BP2NA19434	112	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1127	STD	STDHsInv1127BP1HG38	108	10	10	0	10	1	
HsInv1127	STD	STDHsInv1127BP2HG38	39	4	4	0	4	0.4	
HsInv1128	INV	INVHsInv1128BP1HG00733	386	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1128	INV	INVHsInv1128BP2HG00733	585	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1128	STD	STDHsInv1128BP1HG38	141	14	14	0	14	0.875	
HsInv1128	STD	STDHsInv1128BP2HG38	463	16	16	0	16	1	
HsInv1129	INV	INVHsInv1129BP1HG03115	204	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1129	INV	INVHsInv1129BP2HG03115	259	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1129	STD	STDHsInv1129BP1HG38	198	4	4	0	4	1	
HsInv1129	STD	STDHsInv1129BP2HG38	31	2	2	0	2	0.5	
HsInv1143	INV	INVHsInv1143BP1NA19240	75	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1143	INV	INVHsInv1143BP2NA19240	779	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1143	STD	STDHsInv1143BP1HG38	639	0	0	0	0	NA	emptyRef,allFiltered
HsInv1143	STD	STDHsInv1143BP2HG38	429	0	0	0	0	NA	emptyRef,allFiltered
HsInv1222	INV	INVHsInv1222BP1NA19129	33	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1222	INV	INVHsInv1222BP2NA19129	149	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1222	STD	STDHsInv1222BP1HG38	390	11	11	0	11	0.846153846153846	
HsInv1222	STD	STDHsInv1222BP2HG38	208	13	13	0	13	1	
HsInv1256	INV	INVHsInv1256BP1NA12878	58	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1256	INV	INVHsInv1256BP2NA12878	58	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1256	STD	STDHsInv1256BP1HG38	320	14	14	0	14	1	
HsInv1256	STD	STDHsInv1256BP2HG38	162	8	8	0	8	0.571428571428571	
HsInv1258	INV	INVHsInv1258BP1NA19240	102	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1258	INV	INVHsInv1258BP2NA19240	224	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1258	STD	STDHsInv1258BP1HG38	133	17	17	0	17	0.772727272727273	
HsInv1258	STD	STDHsInv1258BP2HG38	1045	22	22	0	22	1	
HsInv1263	INV	INVHsInv1263BP1HG02059	5882	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1263	INV	INVHsInv1263BP2HG02059	922	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1263	STD	STDHsInv1263BP1HG38	177	13	13	0	13	1	
HsInv1263	STD	STDHsInv1263BP2HG38	129	10	10	0	10	0.769230769230769	
HsInv1264	INV	INVHsInv1264BP1CMT001	52	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1264	INV	INVHsInv1264BP2CMT001	325	13	13	0	0	NA	emptyAlt,failedQC,errorMatches
HsInv1264	STD	STDHsInv1264BP2HG38	308	7	7	0	7	1	
HsInv1306	INV	INVHsInv1306BP1HG02818	27	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1306	INV	INVHsInv1306BP2HG02818	25	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1306	STD	STDHsInv1306BP1HG38	61	24	24	0	24	1	
HsInv1306	STD	STDHsInv1306BP2HG38	87	22	22	0	22	0.916666666666667	
HsInv1314	INV	INVHsInv1314BP1NA19434	50	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1314	INV	INVHsInv1314BP2NA19434	465	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1314	STD	STDHsInv1314BP1HG38	188	12	12	0	12	0.8	
HsInv1314	STD	STDHsInv1314BP2HG38	327	15	15	0	15	1	
HsInv1321	INV	INVHsInv1321BP1AK1	28	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1321	INV	INVHsInv1321BP2AK1	1119	3	3	0	0	NA	emptyAlt,failedQC,errorMatches
HsInv1321	STD	STDHsInv1321BP1HG38	1126	10	10	0	10	0.526315789473684	
HsInv1321	STD	STDHsInv1321BP2HG38	1276	19	19	0	19	1	
HsInv1348	INV	INVHsInv1348BP1NA12878	1168	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1348	INV	INVHsInv1348BP2NA12878	65	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1348	STD	STDHsInv1348BP1HG38	757	0	0	0	0	NA	emptyRef,allFiltered
HsInv1348	STD	STDHsInv1348BP2HG38	72	0	0	0	0	NA	emptyRef,allFiltered
HsInv1358	INV	INVHsInv1358BP1NA19129	1468	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1358	INV	INVHsInv1358BP2NA19129	191	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1358	STD	STDHsInv1358BP1HG38	105	15	15	0	15	1	
HsInv1358	STD	STDHsInv1358BP2HG38	510	4	4	0	4	0.266666666666667	
HsInv1360	INV	INVHsInv1360BP1HG02818	1588	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1360	INV	INVHsInv1360BP2HG02818	164	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1360	STD	STDHsInv1360BP1HG38	848	6	6	0	6	0.461538461538462	
HsInv1360	STD	STDHsInv1360BP2HG38	292	13	13	0	13	1	
HsInv1402	INV	INVHsInv1402BP1NA12156	395	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1402	INV	INVHsInv1402BP2NA12156	45	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1402	STD	STDHsInv1402BP1HG38	86	13	13	0	13	1	
HsInv1402	STD	STDHsInv1402BP2HG38	903	12	11	1	11	0.846153846153846	errorMatches
HsInv1421	INV	INVHsInv1421BP1NA12004	1348	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1421	INV	INVHsInv1421BP2NA12004	195	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1421	STD	STDHsInv1421BP1HG38	1504	13	13	0	13	1	
HsInv1421	STD	STDHsInv1421BP2HG38	248	7	7	0	7	0.538461538461538	
HsInv1427	INV	INVHsInv1427BP1HG02059	1024	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1427	INV	INVHsInv1427BP2HG02059	70	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1427	STD	STDHsInv1427BP1HG38	712	7	7	0	7	0.583333333333333	
HsInv1427	STD	STDHsInv1427BP2HG38	60	12	12	0	12	1	
HsInv1474	INV	INVHsInv1474BP1HG02623	162	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1474	INV	INVHsInv1474BP2HG02623	66	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1474	STD	STDHsInv1474BP1HG38	474	3	3	0	3	1	
HsInv1474	STD	STDHsInv1474BP2HG38	134	1	1	0	0	0	failedQC
HsInv1569	INV	INVHsInv1569BP1CHM1	207	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1569	INV	INVHsInv1569BP2CHM1	361	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1569	STD	STDHsInv1569BP1HG38	221	11	11	0	11	0.647058823529412	
HsInv1569	STD	STDHsInv1569BP2HG38	132	17	17	0	17	1	
HsInv1590	INV	INVHsInv1590BP1NA19240	9710	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1590	INV	INVHsInv1590BP2NA19240	135	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1590	STD	STDHsInv1590BP1HG38	179	12	12	0	12	0.75	
HsInv1590	STD	STDHsInv1590BP2HG38	134	16	16	0	16	1	
HsInv1785	INV	INVHsInv1785BP1CHM1	51	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1785	INV	INVHsInv1785BP2CHM1	379	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1785	STD	STDHsInv1785BP1HG38	125	0	0	0	0	NA	emptyRef,allFiltered
HsInv1785	STD	STDHsInv1785BP2HG38	81	9	4	5	0	NA	failedQC,errorMatches
HsInv1790	INV	INVHsInv1790BP1HG03115	39	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1790	INV	INVHsInv1790BP2HG03115	234	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1790	STD	STDHsInv1790BP1HG38	304	13	13	0	13	0.65	
HsInv1790	STD	STDHsInv1790BP2HG38	1164	20	20	0	20	1	
HsInv1798	INV	INVHsInv1798BP1NA24149	8790	118	6	112	112	1	errorMatches
HsInv1798	INV	INVHsInv1798BP2NA24149	4842	0	0	0	0	0	emptyAlt,allFiltered
HsInv1798	STD	STDHsInv1798BP0HG38	2002	0	0	0	0	NA	emptyRef,allFiltered
HsInv1819	INV	INVHsInv1819BP1HX1	28	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1819	INV	INVHsInv1819BP2HX1	65	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1819	STD	STDHsInv1819BP1HG38	135	11	11	0	11	1	
HsInv1819	STD	STDHsInv1819BP2HG38	74	7	7	0	7	0.636363636363636	
HsInv1820	INV	INVHsInv1820BP1HG03115	384	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1820	INV	INVHsInv1820BP2HG03115	423	0	0	0	0	NA	emptyAlt,allFiltered
HsInv1820	STD	STDHsInv1820BP1HG38	165	11	11	0	9	1	
HsInv1820	STD	STDHsInv1820BP2HG38	810	43	11	32	5	0.555555555555556	errorMatches
