Inversion	Numinds.with.ref	Percentage.Different GType	Percentage.Same GType	Percentage.Filter (few reads)	Percentage.Filter (0 reads)	Numinds.geno.break	Reads.Min	Reads.Median	Reads.Mean	Reads.Max	QualityTest
HsInv1306	92	0	35.8695652173913	63.0434782608696	1.08695652173913	414	2	16	17.029197080292	55	High read count
HsInv1314	92	0	67.3913043478261	31.5217391304348	1.08695652173913	414	1	8	8.42822384428224	25	
HsInv1321	90	0	33.3333333333333	64.4444444444444	2.22222222222222	414	1	6	6.86732186732187	28	
HsInv1348	91	0	62.6373626373626	37.3626373626374	0	414	1	9	9.41304347826087	28	
HsInv1358	92	0	54.3478260869565	45.6521739130435	0	414	1	7	7.47073170731707	23	
HsInv1360	96	0	57.2916666666667	42.7083333333333	0	414	1	8	8.21463414634146	23	
HsInv1402	92	0	59.7826086956522	39.1304347826087	1.08695652173913	414	1	8	8.36274509803922	25	
HsInv1421	92	0	51.0869565217391	48.9130434782609	0	414	1	10	11.2224938875306	51	
HsInv1427	92	0	54.3478260869565	44.5652173913043	1.08695652173913	414	1	9	9.47317073170732	30	
HsInv1474	91	0	45.0549450549451	53.8461538461538	1.0989010989011	414	1	4	4.91770573566085	16	
HsInv1569	92	0	64.1304347826087	34.7826086956522	1.08695652173913	414	1	8	8.74029126213592	26	
HsInv1590	92	1.08695652173913	63.0434782608696	35.8695652173913	0	414	1	8	8.40731707317073	29	
HsInv1785	91	0	51.6483516483517	48.3516483516484	0	414	1	8	8.07990314769976	22	
HsInv1790	93	0	54.8387096774194	45.1612903225806	0	414	1	9	9.02421307506053	25	
HsInv1798	91	2.1978021978022	21.978021978022	70.3296703296703	5.49450549450549	414	1	3	3.68563685636856	13	
HsInv1819	93	0	55.9139784946236	43.010752688172	1.0752688172043	414	1	6	7.2078239608802	23	
HsInv1820	92	0	53.2608695652174	45.6521739130435	1.08695652173913	414	1	5	5.62623762376238	19	
HsInv1838	92	3.26086956521739	38.0434782608696	56.5217391304348	2.17391304347826	414	1	5	5.41089108910891	23	
HsInv1848	92	0	53.2608695652174	46.7391304347826	0	414	1	7	8.41888619854721	29	
HsInv1867	92	0	58.695652173913	39.1304347826087	2.17391304347826	414	1	7	7.60344827586207	26	
HsInv1868	NA	NA	NA	NA	NA	414	1	6	7.04106280193237	23	
HsInv1874	NA	NA	NA	NA	NA	414	1	3	3.45535714285714	16	
HsInv1875	91	0	25.2747252747253	64.8351648351648	9.89010989010989	414	1	3	3.7603305785124	17	
HsOta1141	NA	NA	NA	NA	NA	414	2	8	8.88131313131313	28	
HsOtb1141	NA	NA	NA	NA	NA	414	2	18	18.9560975609756	58	High read count
HsOtb1874	NA	NA	NA	NA	NA	414	1	4	4.38247011952191	18	
HsOth0154	NA	NA	NA	NA	NA	414	1	7	8.44254278728606	33	
HsOth0170	NA	NA	NA	NA	NA	414	1	5	5.77	19	
HsOth0171	NA	NA	NA	NA	NA	414	1	5	5.5425	21	
HsOth0178	NA	NA	NA	NA	NA	414	1	4	4.1413881748072	18	
HsOth0182	NA	NA	NA	NA	NA	414	1	6	7.05147058823529	25	
HsOth0186	NA	NA	NA	NA	NA	414	1	4	4.52130325814536	16	
HsOth0190	NA	NA	NA	NA	NA	414	1	4	4.91898734177215	21	
HsOth0211	NA	NA	NA	NA	NA	414	1	4	4.55263157894737	16	
HsOth0224	NA	NA	NA	NA	NA	414	1	6	5.93266832917706	20	
HsOth0310	NA	NA	NA	NA	NA	414	1	4	5.09226932668329	25	
HsOth0335	NA	NA	NA	NA	NA	414	1	2	2.90934065934066	12	
HsOth0463	NA	NA	NA	NA	NA	414	1	4	4.38582677165354	25	
HsOth0574	NA	NA	NA	NA	NA	414	1	6	6.59558823529412	26	
HsOth0589	NA	NA	NA	NA	NA	414	1	5	6.185	23	
HsOth0612	NA	NA	NA	NA	NA	414	1	5	5.04785894206549	18	
HsOth0968	NA	NA	NA	NA	NA	414	1	5	5.29528535980149	21	
HsOth0987	NA	NA	NA	NA	NA	414	1	4	4.55080213903743	16	
HsOth0997	NA	NA	NA	NA	NA	414	1	6	6.70904645476773	25	
HsOth1004	NA	NA	NA	NA	NA	414	1	6	6.85148514851485	24	
HsOth1013	NA	NA	NA	NA	NA	414	1	4	4.53196930946292	17	
HsOth1112	NA	NA	NA	NA	NA	414	1	3	3.78756476683938	15	
HsOth1122	105	0	29.5238095238095	69.5238095238095	0.952380952380952	414	1	5	5.70676691729323	20	
HsOth1130	NA	NA	NA	NA	NA	414	1	5	5.3547557840617	18	
HsOth1146	NA	NA	NA	NA	NA	414	1	3	3.49593495934959	13	
HsOth1153	NA	NA	NA	NA	NA	414	1	2	2.70381231671554	8	
HsOth1216	NA	NA	NA	NA	NA	414	1	4	4.26196473551637	14	
HsOth1225	NA	NA	NA	NA	NA	414	1	4	4.43890274314214	23	
HsOth1240	NA	NA	NA	NA	NA	414	1	4	4.71356783919598	17	
HsOth1269	NA	NA	NA	NA	NA	414	1	5	5.31862745098039	18	
HsOth1275	NA	NA	NA	NA	NA	414	1	4	5.0074812967581	20	
HsOth1306	NA	NA	NA	NA	NA	414	2	14	16.4576271186441	56	High read count
HsOth1313	NA	NA	NA	NA	NA	414	1	5	6.27560975609756	22	
HsOth1329	NA	NA	NA	NA	NA	414	1	4	4.32275132275132	26	
HsOth1376	NA	NA	NA	NA	NA	414	1	5	5.12592592592593	26	
HsOth1408	NA	NA	NA	NA	NA	414	1	4	4.44072164948454	15	
HsOth1411	NA	NA	NA	NA	NA	414	1	5	5.08977556109726	16	
HsOth1414	NA	NA	NA	NA	NA	414	1	3	3.94086021505376	16	
HsOth1422	NA	NA	NA	NA	NA	414	1	5	5.70822942643392	23	
HsOth1425	NA	NA	NA	NA	NA	414	1	4	5.00746268656716	18	
HsOth1428	NA	NA	NA	NA	NA	414	1	8	8.4975845410628	27	
HsOth1432	NA	NA	NA	NA	NA	414	1	9	9.89588377723971	32	
HsOth1454	NA	NA	NA	NA	NA	414	1	8	8.62773722627737	28	
HsOth1468	NA	NA	NA	NA	NA	414	1	4	4.51243781094527	17	
HsOth1471	NA	NA	NA	NA	NA	414	1	4	4.72405063291139	16	
HsOth1484	NA	NA	NA	NA	NA	414	1	4	5.00755667506297	16	
HsOth1497	NA	NA	NA	NA	NA	414	1	6	6.28117359413203	24	
HsOth1511	NA	NA	NA	NA	NA	414	1	4	4.44050632911392	19	
HsOth1579	NA	NA	NA	NA	NA	414	1	3	3.86224489795918	15	
HsOth1614	NA	NA	NA	NA	NA	414	2	8	9.69554455445545	30	
HsOth1637	NA	NA	NA	NA	NA	414	1	6	6.57777777777778	29	
HsOth1667	NA	NA	NA	NA	NA	414	1	8.5	8.72572815533981	31	
HsOth1681	NA	NA	NA	NA	NA	414	1	6	6.64233576642336	20	
HsOth1700	NA	NA	NA	NA	NA	414	1	4	4.56296296296296	17	
HsOth1751	NA	NA	NA	NA	NA	414	1	5	5.04785894206549	19	
HsOth1794	NA	NA	NA	NA	NA	414	1	4	4.09511568123393	15	
HsOth1855	NA	NA	NA	NA	NA	414	1	1	1	1	Low read count
HsOth1857	NA	NA	NA	NA	NA	414	1	5	6.00742574257426	21	
HsOth1863	NA	NA	NA	NA	NA	414	1	1	1.14285714285714	2	Low read count
HsOth1865	NA	NA	NA	NA	NA	414	1	3	3.58602150537634	16	
