inversion	orientation	probe	count.ini	count.fil	count.xun	count.uni	count.qc	efficiency.check	diagnosis
HsInv0092	INV	INVHsInv0092BP2NA19240	392	246	0	246	246	1	
HsInv0092	STD	STDHsInv0092BP1HG18	2803	1665	1665	0	1665	1	
HsInv0092	STD	STDHsInv0092BP2HG18	1752	1004	1003	1	1003	0.602402402402402	errorMatches
HsInv0095	INV	INVHsInv0095BP1NA19129	901	358	0	358	358	0.219766728054021	
HsInv0095	INV	INVHsInv0095BP2NA19240	2907	1629	0	1629	1629	1	
HsInv0095	STD	STDHsInv0095BP1HG18	1315	445	444	1	444	0.893360160965795	errorMatches
HsInv0095	STD	STDHsInv0095BP2HG18	1049	499	497	2	497	1	errorMatches
HsInv0097	INV	INVHsInv0097BP1NA15510	335	4	0	4	4	1	
HsInv0097	INV	INVHsInv0097BP2NA15510	2276	4	0	4	4	1	
HsInv0097	STD	STDHsInv0097BP1HG18	5563	1821	1821	0	1821	0.903722084367246	
HsInv0097	STD	STDHsInv0097BP2HG18	5952	2016	2015	1	2015	1	errorMatches
HsInv0098	INV	INVHsInv0098BP1NA19240	756	266	0	266	266	1	
HsInv0098	INV	INVHsInv0098BP2NA19240	3053	231	75	156	156	0.586466165413534	errorMatches
HsInv0098	STD	STDHsInv0098BP1HG18	4595	1460	1438	22	1438	0.7021484375	errorMatches
HsInv0098	STD	STDHsInv0098BP2HG18	6708	2048	2048	0	2048	1	
HsInv0102	INV	INVHsInv0102BP1NA12156	2015	266	0	266	266	0.953405017921147	
HsInv0102	INV	INVHsInv0102BP2NA12156	840	279	0	279	279	1	
HsInv0102	STD	STDHsInv0102BP1HG18	3205	1481	1481	0	1481	1	
HsInv0102	STD	STDHsInv0102BP2HG18	3428	1336	1295	41	1295	0.87440918298447	errorMatches
HsInv0105	INV	INVHsInv0105BP1NA18507	1371	797	0	797	797	0.816598360655738	
HsInv0105	INV	INVHsInv0105BP2NA18507	1604	976	0	976	976	1	
HsInv0105	STD	STDHsInv0105BP1HG18	910	528	528	0	528	1	
HsInv0105	STD	STDHsInv0105BP2HG18	864	521	521	0	521	0.986742424242424	
HsInv0113	INV	INVHsInv0113BP1NA06985	1762	101	0	101	101	1	
HsInv0113	INV	INVHsInv0113BP2NA06985	2914	95	0	95	95	0.940594059405941	
HsInv0113	STD	STDHsInv0113BP2HG38	3769	1803	1802	1	1802	1	errorMatches
HsInv0141	INV	INVHsInv0141BP1NA12156	4473	95	0	95	95	1	
HsInv0141	INV	INVHsInv0141BP2NA12156	4175	84	0	84	84	0.884210526315789	
HsInv0141	STD	STDHsInv0141BP1HG38	6694	1709	1709	0	1709	0.951559020044543	
HsInv0141	STD	STDHsInv0141BP2HG38	7231	1796	1796	0	1796	1	
HsInv0156	INV	INVHsInv0156BP1NA12878	589	226	0	226	226	0.79020979020979	
HsInv0156	INV	INVHsInv0156BP2NA12878	2421	286	0	286	286	1	
HsInv0156	STD	STDHsInv0156BP1HG18	3540	1319	1319	0	1319	1	
HsInv0156	STD	STDHsInv0156BP2HG18	2548	912	912	0	912	0.691432903714936	
HsInv0163	INV	INVHsInv0163BP1NA11995	405	212	0	212	212	0.898305084745763	
HsInv0163	INV	INVHsInv0163BP2NA11995	1272	236	0	236	236	1	
HsInv0163	STD	STDHsInv0163BP1HG18	2489	1503	1503	0	1503	1	
HsInv0163	STD	STDHsInv0163BP2HG18	2384	1265	1265	0	1265	0.8416500332668	
HsInv0164	INV	INVHsInv0164BP1HG03838	1843	81	0	81	81	0.9	
HsInv0164	INV	INVHsInv0164BP2HG03838	1750	90	0	90	90	1	
HsInv0164	STD	STDHsInv0164BP1HG38	3647	1666	1666	0	1666	0.964678633468442	
HsInv0164	STD	STDHsInv0164BP2HG38	3872	1727	1727	0	1727	1	
HsInv0174	INV	INVHsInv0174BP1CHM1	3595	1721	0	1721	1721	1	
HsInv0174	INV	INVHsInv0174BP2CHM1	1678	623	0	623	623	0.361998837884951	
HsInv0174	STD	STDHsInv0174BP1HG18	1941	620	620	0	620	1	
HsInv0174	STD	STDHsInv0174BP2HG18	763	461	461	0	461	0.743548387096774	
HsInv0181	INV	INVHsInv0181BP1CHM1v2	797	484	2	482	482	0.88929889298893	errorMatches
HsInv0181	INV	INVHsInv0181BP2CHM1v2	1781	542	0	542	542	1	
HsInv0181	STD	STDHsInv0181BP1HG38v2	1869	824	775	49	775	1	errorMatches
HsInv0181	STD	STDHsInv0181BP2HG38v2	3087	683	671	12	671	0.865806451612903	errorMatches
HsInv0191	INV	INVHsInv0191BP1CHM1	1550	783	0	783	783	0.882750845546787	
HsInv0191	INV	INVHsInv0191BP2CHM1	1335	887	0	887	887	1	
HsInv0191	STD	STDHsInv0191BP1HG38	2567	1112	1053	59	1050	0.824175824175824	errorMatches
HsInv0191	STD	STDHsInv0191BP2HG38	1925	1281	1274	7	1274	1	errorMatches
HsInv0200	INV	INVHsInv0200BP1NA12878	1058	17	0	17	17	1	
HsInv0200	STD	STDHsInv0200BP1HG38	1831	419	383	36	383	1	errorMatches
HsInv0201	INV	INVHsInv0201BP1Celera	3838	1002	0	1002	1002	1	
HsInv0201	INV	INVHsInv0201BP2Celera	3326	869	0	869	869	0.867265469061876	
HsInv0201	STD	STDHsInv0201BP1HG18	2384	756	756	0	756	0.869965477560414	
HsInv0201	STD	STDHsInv0201BP2HG18	2554	869	869	0	869	1	
HsInv0212	INV	INVHsInv0212BP1HX1	2251	299	0	299	299	0.900602409638554	
HsInv0212	INV	INVHsInv0212BP2HX1	2816	332	0	332	332	1	
HsInv0212	STD	STDHsInv0212BP1HG38	3758	1538	1538	0	1538	1	
HsInv0212	STD	STDHsInv0212BP2HG38	3731	1419	1419	0	1419	0.922626788036411	
HsInv0213	INV	INVHsInv0213BP1NA19440	1547	45	0	45	45	1	
HsInv0213	INV	INVHsInv0213BP2NA19440	148	43	0	43	43	0.955555555555556	
HsInv0213	STD	STDHsInv0213BP1HG38	4891	2224	2224	0	2224	1	
HsInv0213	STD	STDHsInv0213BP2HG38	3662	1769	1769	0	1769	0.795413669064748	
HsInv0260	INV	INVHsInv0260BP1NA18517	2867	319	0	319	319	1	
HsInv0260	STD	STDHsInv0260BP1HG18	5250	1555	1555	0	1555	1	
HsInv0284	INV	INVHsInv0284BP1NA19129	167	37	0	37	37	0.948717948717949	
HsInv0284	INV	INVHsInv0284BP2NA19129	929	39	0	39	39	1	
HsInv0284	STD	STDHsInv0284BP1HG18	2552	1539	1538	1	1538	1	errorMatches
HsInv0284	STD	STDHsInv0284BP2HG18	3400	1328	1328	0	1328	0.863459037711313	
HsInv0379	INV	INVHsInv0379BP1Inv	143	18	0	18	18	1	
HsInv0379	INV	INVHsInv0379BP2Inv	266	16	0	16	16	0.888888888888889	
HsInv0379	STD	STDHsInv0379BP1HG18	1115	620	620	0	620	0.451895043731778	
HsInv0379	STD	STDHsInv0379BP2HG18	4261	1378	1372	6	1372	1	errorMatches
HsInv0409	INV	INVHsInv0409BP1NA12878	1792	513	0	513	513	1	
HsInv0409	INV	INVHsInv0409BP2NA12878	1070	372	0	372	372	0.725146198830409	
HsInv0409	STD	STDHsInv0409BP1HG18	1516	547	547	0	547	0.751373626373626	
HsInv0409	STD	STDHsInv0409BP2HG18	3135	728	728	0	728	1	
HsInv0442	INV	INVHsInv0442BP1AK1	3090	860	0	860	860	0.983981693363844	
HsInv0442	INV	INVHsInv0442BP2AK1	3538	874	0	874	874	1	
HsInv0442	STD	STDHsInv0442BP1HG38	2350	835	835	0	835	0.998803827751196	
HsInv0442	STD	STDHsInv0442BP2HG38	2898	836	836	0	836	1	
HsInv0553	INV	INVHsInv0553BP1NA12878	1650	25	0	25	25	1	
HsInv0553	STD	STDHsInv0553BP1HG38	4582	1851	1765	86	1764	1	errorMatches
HsInv0901	INV	INVHsInv0901BP0CHM1v2	3880	583	0	583	583	1	
HsInv0901	INV	INVHsInv0901BP1CHM1	2021	580	0	580	580	0.994854202401372	
HsInv0901	STD	STDHsInv0901BP0HG38v2	5522	1368	1368	0	1368	1	
HsInv0901	STD	STDHsInv0901BP2HG38	5572	1207	1207	0	1207	0.882309941520468	
HsInv0960	INV	INVHsInv0960BP1NA18552	393	123	0	123	123	1	
HsInv0960	INV	INVHsInv0960BP2NA18552	2259	121	0	121	121	0.983739837398374	
HsInv0960	STD	STDHsInv0960BP1HG38	2769	1812	1812	0	1812	0.895256916996047	
HsInv0960	STD	STDHsInv0960BP2HG38	4796	2025	2024	1	2024	1	errorMatches
HsInv0965	INV	INVHsInv0965BP1NA19129	2570	218	0	218	218	1	
HsInv0965	INV	INVHsInv0965BP2NA19129	406	203	0	203	203	0.931192660550459	
HsInv0965	STD	STDHsInv0965BP1HG18	2657	1402	1402	0	1402	1	
HsInv0965	STD	STDHsInv0965BP2HG18	3375	1361	1361	0	1361	0.970756062767475	
HsInv0989	INV	INVHsInv0989BP1CHM1	977	54	0	54	54	1	
HsInv0989	INV	INVHsInv0989BP2CHM1	174	19	0	19	19	0.351851851851852	
HsInv0989	STD	STDHsInv0989BP1HG38	3058	1776	1409	367	1387	0.758337889557135	errorMatches
HsInv0989	STD	STDHsInv0989BP2HG38	5184	1830	1830	0	1829	1	
HsInv0991	INV	INVHsInv0991BP1CHM1	2898	1378	0	1378	1378	1	
HsInv0991	INV	INVHsInv0991BP2CHM1	1189	711	0	711	711	0.515965166908563	
HsInv0991	STD	STDHsInv0991BP1HG38	543	282	282	0	282	1	
HsInv0991	STD	STDHsInv0991BP2HG38	2010	242	242	0	242	0.858156028368794	
HsInv1053	INV	INVHsInv1053BP1HuRef	3835	868	0	868	868	0.722731057452123	
HsInv1053	INV	INVHsInv1053BP2HuRef	3252	1201	0	1201	1201	1	
HsInv1053	STD	STDHsInv1053BP1HG18	2037	706	706	0	706	1	
HsInv1053	STD	STDHsInv1053BP2HG18	764	373	373	0	373	0.528328611898017	
HsInv1065	INV	INVHsInv1065BP1NA18956	1728	237	0	237	237	0.654696132596685	
HsInv1065	INV	INVHsInv1065BP2NA18956	1245	351	0	351	351	0.969613259668508	
HsInv1065	INV	INVHsInv1065BP3NA18956	828	232	0	232	232	0.640883977900553	
HsInv1065	INV	INVHsInv1065BP4NA18956	2453	362	0	362	362	1	
HsInv1065	STD	STDHsInv1065BP1HG38	3519	1332	1332	0	1332	1	
HsInv1065	STD	STDHsInv1065BP2HG38	3763	1071	1071	0	1071	0.804054054054054	
HsInv1065	STD	STDHsInv1065BP3HG38	2829	1194	1194	0	1194	0.896396396396396	
HsInv1065	STD	STDHsInv1065BP4HG38	3665	865	865	0	865	0.649399399399399	
HsInv1066	INV	INVHsInv1066BP1HG00268	899	35	0	35	35	0.945945945945946	
HsInv1066	INV	INVHsInv1066BP2HG00268	96	37	0	37	37	1	
HsInv1066	STD	STDHsInv1066BP1HG18	3898	1908	1908	0	1908	1	
HsInv1066	STD	STDHsInv1066BP2HG18	3194	1805	1805	0	1805	0.94601677148847	
HsInv1070	INV	INVHsInv1070BP1NA11829	2256	21	0	21	21	0.807692307692308	
HsInv1070	INV	INVHsInv1070BP2NA11829	1294	26	0	26	26	1	
HsInv1070	STD	STDHsInv1070BP1HG18	4685	1558	1500	58	1473	1	errorMatches
HsInv1070	STD	STDHsInv1070BP2HG18	3027	1185	1133	52	1132	0.768499660556687	errorMatches
HsInv1075	INV	INVHsInv1075BP1NA19129	4349	253	0	253	253	1	
HsInv1075	INV	INVHsInv1075BP2NA19129	1394	197	3	194	194	0.766798418972332	errorMatches
HsInv1075	STD	STDHsInv1075BP1HG18	3906	1619	1267	352	1239	0.974822974036192	errorMatches
HsInv1075	STD	STDHsInv1075BP2HG18	2297	1321	1271	50	1271	1	errorMatches
HsInv1116	INV	INVHsInv1116BP1HuRef	4452	1751	0	1751	1751	1	
HsInv1116	INV	INVHsInv1116BP2HuRef	2373	1453	0	1453	1453	0.829811536264991	
HsInv1116	STD	STDHsInv1116BP1HG18	545	191	191	0	191	0.864253393665158	
HsInv1116	STD	STDHsInv1116BP2HG18	376	221	221	0	221	1	
HsInv1122	INV	INVHsInv1122BP1HuRef	2305	476	0	476	476	1	
HsInv1122	INV	INVHsInv1122BP2HuRef	1040	437	0	437	437	0.918067226890756	
HsInv1122	STD	STDHsInv1122BP1HG18	2241	826	824	2	824	1	errorMatches
HsInv1122	STD	STDHsInv1122BP2HG18	1497	800	798	2	798	0.968446601941748	errorMatches
HsInv1127	INV	INVHsInv1127BP1NA19434	837	52	0	52	52	1	
HsInv1127	INV	INVHsInv1127BP2NA19434	660	41	0	41	41	0.788461538461538	
HsInv1127	STD	STDHsInv1127BP1HG38	1910	630	629	1	629	1	errorMatches
HsInv1127	STD	STDHsInv1127BP2HG38	432	228	226	2	226	0.359300476947536	errorMatches
HsInv1128	INV	INVHsInv1128BP1HG00733	1471	16	0	16	16	1	
HsInv1128	INV	INVHsInv1128BP2HG00733	1682	14	0	14	14	0.875	
HsInv1128	STD	STDHsInv1128BP1HG38	5148	1818	1817	1	1817	1	errorMatches
HsInv1128	STD	STDHsInv1128BP2HG38	5317	1624	1617	7	1617	0.889928453494772	errorMatches
HsInv1129	INV	INVHsInv1129BP1HG03115	2186	46	0	46	46	1	
HsInv1129	INV	INVHsInv1129BP2HG03115	346	31	0	31	31	0.673913043478261	
HsInv1129	STD	STDHsInv1129BP1HG38	3675	935	935	0	935	1	
HsInv1129	STD	STDHsInv1129BP2HG38	1787	829	829	0	829	0.886631016042781	
HsInv1143	INV	INVHsInv1143BP1NA19240	639	109	0	109	109	0.668711656441718	
HsInv1143	INV	INVHsInv1143BP2NA19240	3793	163	0	163	163	1	
HsInv1143	STD	STDHsInv1143BP1HG38	3284	1951	1947	4	1947	1	errorMatches
HsInv1143	STD	STDHsInv1143BP2HG38	5224	1633	1624	9	1624	0.834103749357987	errorMatches
HsInv1222	INV	INVHsInv1222BP1NA19129	256	136	0	136	136	1	
HsInv1222	INV	INVHsInv1222BP2NA19129	2719	92	0	92	92	0.676470588235294	
HsInv1222	STD	STDHsInv1222BP1HG38	4269	1455	1455	0	1455	1	
HsInv1222	STD	STDHsInv1222BP2HG38	4484	1361	1361	0	1361	0.935395189003436	
HsInv1256	INV	INVHsInv1256BP1NA12878	2001	110	0	110	110	0.990990990990991	
HsInv1256	INV	INVHsInv1256BP2NA12878	1719	111	0	111	111	1	
HsInv1256	STD	STDHsInv1256BP1HG38	4994	1729	1720	9	1720	0.900052328623757	errorMatches
HsInv1256	STD	STDHsInv1256BP2HG38	4828	1912	1911	1	1911	1	errorMatches
HsInv1258	INV	INVHsInv1258BP1NA19240	1994	240	0	240	240	0.956175298804781	
HsInv1258	INV	INVHsInv1258BP2NA19240	2473	251	0	251	251	1	
HsInv1258	STD	STDHsInv1258BP1HG38	3908	1570	1570	0	1570	0.901780585870189	
HsInv1258	STD	STDHsInv1258BP2HG38	4743	1744	1741	3	1741	1	errorMatches
HsInv1263	INV	INVHsInv1263BP1HG02059	2871	62	0	62	62	0.473282442748092	
HsInv1263	INV	INVHsInv1263BP2HG02059	1995	131	0	131	131	1	
HsInv1263	STD	STDHsInv1263BP1HG38	4378	1246	1246	0	1246	1	
HsInv1263	STD	STDHsInv1263BP2HG38	3134	1091	1091	0	1091	0.875601926163724	
HsInv1264	INV	INVHsInv1264BP1CMT001	97	55	0	55	55	1	
HsInv1264	INV	INVHsInv1264BP2CMT001	5539	1997	1993	4	4	0.0727272727272727	errorMatches
HsInv1264	STD	STDHsInv1264BP2HG38	5334	2012	2012	0	2012	1	
HsInv1306	INV	INVHsInv1306BP1HG02818	210	35	0	35	35	0.614035087719298	
HsInv1306	INV	INVHsInv1306BP2HG02818	112	57	0	57	57	1	
HsInv1306	STD	STDHsInv1306BP1HG38	4355	3219	3219	0	3219	0.872830802603037	
HsInv1306	STD	STDHsInv1306BP2HG38	6659	3689	3688	1	3688	1	errorMatches
HsInv1314	INV	INVHsInv1314BP1NA19434	801	31	0	31	31	0.837837837837838	
HsInv1314	INV	INVHsInv1314BP2NA19434	2631	97	60	37	37	1	errorMatches
HsInv1314	STD	STDHsInv1314BP1HG38	4135	1835	1835	0	1835	1	
HsInv1314	STD	STDHsInv1314BP2HG38	4326	1561	1561	0	1561	0.850681198910082	
HsInv1321	INV	INVHsInv1321BP1AK1	1186	703	0	703	703	1	
HsInv1321	INV	INVHsInv1321BP2AK1	4008	494	483	11	11	0.015647226173542	errorMatches
HsInv1321	STD	STDHsInv1321BP1HG38	1699	1000	989	11	989	0.905677655677656	errorMatches
HsInv1321	STD	STDHsInv1321BP2HG38	2998	1093	1092	1	1092	1	errorMatches
HsInv1348	INV	INVHsInv1348BP1NA12878	2705	215	0	215	215	1	
HsInv1348	INV	INVHsInv1348BP2NA12878	571	215	0	215	215	1	
HsInv1348	STD	STDHsInv1348BP1HG38	4917	1734	1734	0	1734	1	
HsInv1348	STD	STDHsInv1348BP2HG38	3071	1735	1733	2	1733	0.999423298731257	errorMatches
HsInv1358	INV	INVHsInv1358BP1NA19129	2200	148	0	148	148	0.948717948717949	
HsInv1358	INV	INVHsInv1358BP2NA19129	465	156	0	156	156	1	
HsInv1358	STD	STDHsInv1358BP1HG38	4007	1196	1196	0	1196	0.765195137555982	
HsInv1358	STD	STDHsInv1358BP2HG38	4417	1563	1563	0	1563	1	
HsInv1360	INV	INVHsInv1360BP1HG02818	1727	31	0	31	31	0.939393939393939	
HsInv1360	INV	INVHsInv1360BP2HG02818	2215	33	0	33	33	1	
HsInv1360	STD	STDHsInv1360BP1HG38	4746	1841	1841	0	1841	1	
HsInv1360	STD	STDHsInv1360BP2HG38	5716	1463	1463	0	1463	0.79467680608365	
HsInv1402	INV	INVHsInv1402BP1NA12156	2454	71	0	71	71	1	
HsInv1402	INV	INVHsInv1402BP2NA12156	751	71	0	71	71	1	
HsInv1402	STD	STDHsInv1402BP1HG38	4411	1739	1739	0	1739	1	
HsInv1402	STD	STDHsInv1402BP2HG38	4088	1614	1532	82	1531	0.8803910293272	errorMatches
HsInv1421	INV	INVHsInv1421BP1NA12004	1992	25	0	25	25	0.833333333333333	
HsInv1421	INV	INVHsInv1421BP2NA12004	781	30	0	30	30	1	
HsInv1421	STD	STDHsInv1421BP1HG38	6370	2289	2289	0	2289	1	
HsInv1421	STD	STDHsInv1421BP2HG38	4220	2246	2246	0	2246	0.981214504150284	
HsInv1427	INV	INVHsInv1427BP1HG02059	2603	171	0	171	171	1	
HsInv1427	INV	INVHsInv1427BP2HG02059	876	167	0	167	167	0.976608187134503	
HsInv1427	STD	STDHsInv1427BP1HG38	4886	1821	1808	13	1808	1	errorMatches
HsInv1427	STD	STDHsInv1427BP2HG38	3195	1738	1738	0	1738	0.961283185840708	
HsInv1474	INV	INVHsInv1474BP1HG02623	2186	141	0	141	141	1	
HsInv1474	INV	INVHsInv1474BP2HG02623	1559	106	0	106	106	0.75177304964539	
HsInv1474	STD	STDHsInv1474BP1HG38	3028	1095	1015	80	1015	1	errorMatches
HsInv1474	STD	STDHsInv1474BP2HG38	2210	748	710	38	710	0.699507389162562	errorMatches
HsInv1569	INV	INVHsInv1569BP1CHM1	1736	20	0	20	20	0.740740740740741	
HsInv1569	INV	INVHsInv1569BP2CHM1	1910	27	0	27	27	1	
HsInv1569	STD	STDHsInv1569BP1HG38	4713	1776	1773	3	1773	0.995508141493543	errorMatches
HsInv1569	STD	STDHsInv1569BP2HG38	4146	1783	1781	2	1781	1	errorMatches
HsInv1590	INV	INVHsInv1590BP1NA19240	9690	92	0	92	92	0.844036697247706	
HsInv1590	INV	INVHsInv1590BP2NA19240	1760	109	0	109	109	1	
HsInv1590	STD	STDHsInv1590BP1HG38	4287	1624	1624	0	1624	1	
HsInv1590	STD	STDHsInv1590BP2HG38	4161	1622	1622	0	1622	0.998768472906404	
HsInv1785	INV	INVHsInv1785BP1CHM1	232	140	0	140	140	0.945945945945946	
HsInv1785	INV	INVHsInv1785BP2CHM1	513	148	0	148	148	1	
HsInv1785	STD	STDHsInv1785BP1HG38	4527	2039	1897	142	1897	1	errorMatches
HsInv1785	STD	STDHsInv1785BP2HG38	2473	1295	1153	142	1152	0.607274644175013	errorMatches
HsInv1790	INV	INVHsInv1790BP1HG03115	1236	16	0	16	16	0.941176470588235	
HsInv1790	INV	INVHsInv1790BP2HG03115	715	17	0	17	17	1	
HsInv1790	STD	STDHsInv1790BP1HG38	4637	2191	2191	0	2191	1	
HsInv1790	STD	STDHsInv1790BP2HG38	3704	1513	1503	10	1503	0.685988133272478	errorMatches
HsInv1798	INV	INVHsInv1798BP1NA24149	1162	209	18	191	191	1	errorMatches
HsInv1798	INV	INVHsInv1798BP2NA24149	1724	177	29	148	148	0.774869109947644	errorMatches
HsInv1798	STD	STDHsInv1798BP0HG38	1837	1037	1021	16	1021	1	errorMatches
HsInv1819	INV	INVHsInv1819BP1HX1	28	15	0	15	15	1	
HsInv1819	INV	INVHsInv1819BP2HX1	976	13	0	13	13	0.866666666666667	
HsInv1819	STD	STDHsInv1819BP1HG38	3735	1702	1702	0	1702	1	
HsInv1819	STD	STDHsInv1819BP2HG38	3359	1218	1218	0	1218	0.715628672150411	
HsInv1820	INV	INVHsInv1820BP1HG03115	1443	34	0	34	34	1	
HsInv1820	INV	INVHsInv1820BP2HG03115	2779	32	0	32	32	0.941176470588235	
HsInv1820	STD	STDHsInv1820BP1HG38	4163	1512	1391	121	1391	1	errorMatches
HsInv1820	STD	STDHsInv1820BP2HG38	4918	1406	824	582	816	0.586628324946082	errorMatches
HsInv1838	INV	INVHsInv1838BP1YH	1665	109	103	6	6	0.0301507537688442	errorMatches
HsInv1838	INV	INVHsInv1838BP2YH	1370	199	0	199	199	1	
HsInv1838	STD	STDHsInv1838BP1HG38	4123	1624	1624	0	1624	1	
HsInv1838	STD	STDHsInv1838BP2HG38	2180	367	357	10	357	0.219827586206897	errorMatches
HsInv1848	INV	INVHsInv1848BP1NA19129	586	83	0	83	83	0.584507042253521	
HsInv1848	INV	INVHsInv1848BP2NA19129	2052	240	98	142	142	1	errorMatches
HsInv1848	STD	STDHsInv1848BP1HG38	2291	1346	1327	19	1327	0.689350649350649	errorMatches
HsInv1848	STD	STDHsInv1848BP2HG38	4678	2055	1925	130	1925	1	errorMatches
HsInv1867	INV	INVHsInv1867BP1NA12878	1909	305	0	305	305	0.593385214007782	
HsInv1867	INV	INVHsInv1867BP2NA12878	1178	514	0	514	514	1	
HsInv1867	STD	STDHsInv1867BP1HG38	3954	1415	896	519	891	0.647058823529412	errorMatches
HsInv1867	STD	STDHsInv1867BP2HG38	3406	1425	1378	47	1377	1	errorMatches
HsInv1868	INV	INVHsInv1868BP1CHM13	0	0	0	0	0	NA	emptyAlt,failedDetection
HsInv1868	INV	INVHsInv1868BP2CHM13	0	0	0	0	0	NA	emptyAlt,failedDetection
HsInv1868	STD	STDHsInv1868BP1HG38	2659	1335	1326	9	1326	0.834487098804279	errorMatches
HsInv1868	STD	STDHsInv1868BP2HG38	2573	1589	1589	0	1589	1	
HsInv1874	INV	INVHsInv1874BP1CHM13	3332	1171	10	1161	1161	1	errorMatches
HsInv1874	STD	STDHsInv1874BP1HG38	2808	0	0	0	0	NA	emptyRef,allFiltered
HsInv1875	INV	INVHsInv1875BP1CHM13	2716	67	0	67	67	1	
