inversion	orientation	probe	count.ini	count.fil	count.xun	count.uni	count.qc	efficiency.check	diagnosis
HsInv0102	STD	STDHsInv0102BP2HG18	13202	9190	9016	174	9016	0.986109592037624	errorMatches
HsInv0105	INV	INVHsInv0105BP1NA18507	16031	13496	0	13496	13496	1	
HsInv0105	INV	INVHsInv0105BP2NA18507	14451	12318	0	12318	12318	0.912714878482513	
HsInv0105	STD	STDHsInv0105BP1HG18	4731	3342	3342	0	3342	0.889302820649282	
HsInv0105	STD	STDHsInv0105BP2HG18	4877	3758	3758	0	3758	1	
HsInv0113	INV	INVHsInv0113BP1NA06985	2164	1263	0	1263	1263	1	
HsInv0113	INV	INVHsInv0113BP2NA06985	3655	1224	0	1224	1224	0.969121140142518	
HsInv0113	STD	STDHsInv0113BP2HG38	13230	9942	9941	1	9941	1	errorMatches
HsInv0141	INV	INVHsInv0141BP1NA12156	2719	1147	0	1147	1147	1	
HsInv0141	INV	INVHsInv0141BP2NA12156	2842	972	0	972	972	0.847428073234525	
HsInv0141	STD	STDHsInv0141BP1HG38	15037	10354	10354	0	10354	1	
HsInv0141	STD	STDHsInv0141BP2HG38	15155	10266	10266	0	10266	0.991500869229283	
HsInv0156	INV	INVHsInv0156BP1NA12878	5268	4215	0	4215	4215	1	
HsInv0156	INV	INVHsInv0156BP2NA12878	5633	4198	0	4198	4198	0.995966785290629	
HsInv0156	STD	STDHsInv0156BP1HG18	12383	9234	9234	0	9234	1	
HsInv0156	STD	STDHsInv0156BP2HG18	9662	7090	7090	0	7090	0.767814598223955	
HsInv0163	INV	INVHsInv0163BP1NA11995	3749	3160	0	3160	3160	1	
HsInv0163	INV	INVHsInv0163BP2NA11995	3371	2697	0	2697	2697	0.853481012658228	
HsInv0163	STD	STDHsInv0163BP1HG18	12268	9340	9340	0	9340	1	
HsInv0163	STD	STDHsInv0163BP2HG18	11676	8898	8898	0	8898	0.952676659528908	
HsInv0164	INV	INVHsInv0164BP1HG03838	2008	1271	0	1271	1271	0.932501834189288	
HsInv0164	INV	INVHsInv0164BP2HG03838	2721	1363	0	1363	1363	1	
HsInv0164	STD	STDHsInv0164BP1HG38	11761	9812	9812	0	9812	0.976998904709748	
HsInv0164	STD	STDHsInv0164BP2HG38	12397	10043	10043	0	10043	1	
HsInv0174	INV	INVHsInv0174BP1CHM1	17345	14550	0	14550	14550	1	
HsInv0174	INV	INVHsInv0174BP2CHM1	3270	3039	0	3039	3039	0.208865979381443	
HsInv0174	STD	STDHsInv0174BP1HG18	4665	3479	3479	0	3479	1	
HsInv0174	STD	STDHsInv0174BP2NA19240NoDel	2888	2163	1214	949	1214	0.348950847944812	errorMatches
HsInv0181	INV	INVHsInv0181BP1CHM1v2	8695	6907	0	6907	6907	1	
HsInv0181	INV	INVHsInv0181BP2CHM1v2	5305	4146	0	4146	4146	0.600260605183147	
HsInv0181	STD	STDHsInv0181BP1HG38v2	7516	5893	5794	99	5794	1	errorMatches
HsInv0181	STD	STDHsInv0181BP2HG38v2	5648	3469	3459	10	3459	0.596996893337936	errorMatches
HsInv0191	INV	INVHsInv0191BP1CHM1	10487	8474	0	8474	8474	0.779075112622966	
HsInv0191	INV	INVHsInv0191BP2CHM1	12420	10877	0	10877	10877	1	
HsInv0191	STD	STDHsInv0191BP1HG38	8111	5842	5808	34	5808	0.718100890207715	errorMatches
HsInv0191	STD	STDHsInv0191BP2HG38	10221	8088	8088	0	8088	1	
HsInv0201	INV	INVHsInv0201BP1Celera	11913	9439	0	9439	9439	0.919532391622017	
HsInv0201	INV	INVHsInv0201BP2Celera	12781	10265	0	10265	10265	1	
HsInv0201	STD	STDHsInv0201BP1HG18	6667	4817	4817	0	4817	0.949349625541979	
HsInv0201	STD	STDHsInv0201BP2HG18	7141	5074	5074	0	5074	1	
HsInv0212	INV	INVHsInv0212BP1HX1	4310	3089	0	3089	3089	0.967428750391481	
HsInv0212	INV	INVHsInv0212BP2HX1	4452	3193	0	3193	3193	1	
HsInv0212	STD	STDHsInv0212BP1HG38	12937	9685	9685	0	9685	1	
HsInv0212	STD	STDHsInv0212BP2HG38	12774	9598	9598	0	9598	0.991017036654621	
HsInv0213	INV	INVHsInv0213BP1NA19440	826	549	0	549	549	1	
HsInv0213	INV	INVHsInv0213BP2NA19440	693	520	0	520	520	0.947176684881603	
HsInv0213	STD	STDHsInv0213BP1HG38	15435	11624	11623	1	11623	1	errorMatches
HsInv0213	STD	STDHsInv0213BP2HG38	14212	10955	10955	0	10955	0.942527746709111	
HsInv0260	INV	INVHsInv0260BP1NA18517	6446	4270	0	4270	4270	1	
HsInv0260	STD	STDHsInv0260BP1HG18	12068	8485	8485	0	8485	1	
HsInv0284	INV	INVHsInv0284BP1NA19129	694	552	0	552	552	0.929292929292929	
HsInv0284	INV	INVHsInv0284BP2NA19129	765	594	0	594	594	1	
HsInv0284	STD	STDHsInv0284BP1HG18	14207	11033	11033	0	11033	1	
HsInv0284	STD	STDHsInv0284BP2HG18	14000	10447	10447	0	10447	0.946886612888607	
HsInv0379	INV	INVHsInv0379BP1Inv	312	225	0	225	225	1	
HsInv0379	INV	INVHsInv0379BP2Inv	266	192	0	192	192	0.853333333333333	
HsInv0379	STD	STDHsInv0379BP1HG18	13711	10250	10250	0	10250	1	
HsInv0379	STD	STDHsInv0379BP2HG18	12765	9294	9291	3	9291	0.906439024390244	errorMatches
HsInv0409	INV	INVHsInv0409BP1NA12878	6182	4928	0	4928	4928	1	
HsInv0409	INV	INVHsInv0409BP2NA12878	3316	2876	0	2876	2876	0.583603896103896	
HsInv0409	STD	STDHsInv0409BP1HG18	6420	4724	4724	0	4724	0.94498899779956	
HsInv0409	STD	STDHsInv0409BP2HG18	6714	4999	4999	0	4999	1	
HsInv0442	INV	INVHsInv0442BP1AK1	13559	10794	0	10794	10794	0.988371028294112	
HsInv0442	INV	INVHsInv0442BP2AK1	13734	10921	0	10921	10921	1	
HsInv0442	STD	STDHsInv0442BP1HG38	7578	5549	5549	0	5549	1	
HsInv0442	STD	STDHsInv0442BP2HG38	6872	5147	5147	0	5147	0.927554514326906	
HsInv0553	INV	INVHsInv0553BP1NA12878	383	235	0	235	235	1	
HsInv0553	STD	STDHsInv0553BP1HG38	17274	13371	13364	7	13364	1	errorMatches
HsInv0901	INV	INVHsInv0901BP0CHM1v2	0	0	0	0	0	0	emptyAlt,failedDetection
HsInv0901	INV	INVHsInv0901BP0CHM1v2	0	0	0	0	0	0	emptyAlt,failedDetection
HsInv0901	INV	INVHsInv0901BP1CHM1	6188	4147	0	4147	4147	1	
HsInv0901	STD	STDHsInv0901BP0HG38v2	11300	8089	8089	0	8089	1	
HsInv0901	STD	STDHsInv0901BP2HG38	0	0	0	0	0	0	emptyRef,failedDetection
HsInv0901	STD	STDHsInv0901BP2HG38	0	0	0	0	0	0	emptyRef,failedDetection
HsInv0960	INV	INVHsInv0960BP1NA18552	1772	1429	0	1429	1429	0.97943797121316	
HsInv0960	INV	INVHsInv0960BP2NA18552	2389	1459	0	1459	1459	1	
HsInv0960	STD	STDHsInv0960BP1HG38	13200	10870	10870	0	10870	0.978750225103548	
HsInv0960	STD	STDHsInv0960BP2HG38	13273	11106	11106	0	11106	1	
HsInv0965	INV	INVHsInv0965BP1NA19129	4794	3056	0	3056	3056	1	
HsInv0965	INV	INVHsInv0965BP2NA19129	3416	2805	0	2805	2805	0.917866492146597	
HsInv0965	STD	STDHsInv0965BP1HG18	13779	9944	9944	0	9944	0.982997232107552	
HsInv0965	STD	STDHsInv0965BP2HG18	13206	10116	10116	0	10116	1	
HsInv0989	INV	INVHsInv0989BP1CHM1	1659	738	0	738	738	1	
HsInv0989	INV	INVHsInv0989BP2CHM1	537	316	0	316	316	0.428184281842818	
HsInv0989	STD	STDHsInv0989BP1HG38	14751	10117	10076	41	10076	0.86982044198895	errorMatches
HsInv0989	STD	STDHsInv0989BP2HG38	15545	11584	11584	0	11584	1	
HsInv0991	INV	INVHsInv0991BP1CHM1	21988	18663	0	18663	18663	1	
HsInv0991	INV	INVHsInv0991BP2CHM1	9372	7855	0	7855	7855	0.420886245512511	
HsInv0991	STD	STDHsInv0991BP1HG38	2295	1725	1725	0	1725	1	
HsInv0991	STD	STDHsInv0991BP2HG38	2440	1529	1529	0	1529	0.886376811594203	
HsInv1053	INV	INVHsInv1053BP1HuRef	12838	10385	0	10385	10385	0.835545900716067	
HsInv1053	INV	INVHsInv1053BP2HuRef	14635	12429	0	12429	12429	1	
HsInv1053	STD	STDHsInv1053BP1HG18	6230	4677	4677	0	4677	1	
HsInv1053	STD	STDHsInv1053BP2HG18	5266	3961	3961	0	3961	0.846910412657687	
HsInv1065	INV	INVHsInv1065BP1NA18956	4132	3173	0	3173	3173	0.731780442804428	
HsInv1065	INV	INVHsInv1065BP2NA18956	4455	3579	0	3579	3579	0.825415129151292	
HsInv1065	INV	INVHsInv1065BP3NA18956	3132	2608	0	2608	2608	0.601476014760148	
HsInv1065	INV	INVHsInv1065BP4NA18956	5851	4336	0	4336	4336	1	
HsInv1065	STD	STDHsInv1065BP1HG38	10712	7913	7913	0	7913	0.990983093299937	
HsInv1065	STD	STDHsInv1065BP2HG38	10817	7787	7787	0	7787	0.975203506574828	
HsInv1065	STD	STDHsInv1065BP3HG38	10142	7985	7985	0	7985	1	
HsInv1065	STD	STDHsInv1065BP4HG38	10004	6904	6904	0	6904	0.864621164683782	
HsInv1066	INV	INVHsInv1066BP1HG00268	411	356	0	356	356	0.892230576441103	
HsInv1066	INV	INVHsInv1066BP2HG00268	460	399	0	399	399	1	
HsInv1066	STD	STDHsInv1066BP1HG18	16561	13159	13159	0	13159	1	
HsInv1066	STD	STDHsInv1066BP2HG18	10912	9393	9391	2	9391	0.713656052891557	errorMatches
HsInv1070	INV	INVHsInv1070BP1NA11829	1800	173	2	171	171	1	errorMatches
HsInv1070	INV	INVHsInv1070BP2NA11829	1974	151	61	90	90	0.526315789473684	errorMatches
HsInv1070	STD	STDHsInv1070BP1HG18	15240	10531	10474	57	10474	1	errorMatches
HsInv1070	STD	STDHsInv1070BP2HG18	12665	10093	10005	88	10005	0.955222455604354	errorMatches
HsInv1075	INV	INVHsInv1075BP1NA19129	5700	3243	0	3243	3243	1	
HsInv1075	INV	INVHsInv1075BP2NA19129	5322	2643	1453	1190	1190	0.366944187480728	errorMatches
HsInv1075	STD	STDHsInv1075BP1HG18	13197	10844	10521	323	10521	1	errorMatches
HsInv1075	STD	STDHsInv1075BP2HG18	13276	10679	10465	214	10465	0.994677312042581	errorMatches
HsInv1116	INV	INVHsInv1116BP1HuRef	21783	18520	0	18520	18520	1	
HsInv1116	INV	INVHsInv1116BP2HuRef	21314	18151	0	18151	18151	0.980075593952484	
HsInv1116	STD	STDHsInv1116BP1HG18	1618	1252	1252	0	1252	1	
HsInv1116	STD	STDHsInv1116BP2HG18	1551	1162	1162	0	1162	0.928115015974441	
HsInv1122	INV	INVHsInv1122BP1HuRef	5944	4642	0	4642	4642	0.97480050398992	
HsInv1122	INV	INVHsInv1122BP2HuRef	6058	4762	0	4762	4762	1	
HsInv1122	STD	STDHsInv1122BP1HG18	6212	4496	4496	0	4496	0.94732406236831	
HsInv1122	STD	STDHsInv1122BP2HG18	6536	4746	4746	0	4746	1	
HsInv1127	INV	INVHsInv1127BP1NA19434	1024	912	0	912	912	1	
HsInv1127	INV	INVHsInv1127BP2NA19434	1163	906	0	906	906	0.993421052631579	
HsInv1127	STD	STDHsInv1127BP1HG38	10915	9077	9077	0	9077	1	
HsInv1127	STD	STDHsInv1127BP2HG38	9339	8060	8060	0	8060	0.887958576622232	
HsInv1128	INV	INVHsInv1128BP1HG00733	178	120	0	120	120	0.628272251308901	
HsInv1128	INV	INVHsInv1128BP2HG00733	567	191	0	191	191	1	
HsInv1128	STD	STDHsInv1128BP1HG38	15593	11803	11803	0	11803	1	
HsInv1128	STD	STDHsInv1128BP2HG38	16010	11006	11006	0	11006	0.93247479454376	
HsInv1129	INV	INVHsInv1129BP1HG03115	1941	949	0	949	949	0.997896950578339	
HsInv1129	INV	INVHsInv1129BP2HG03115	1785	951	0	951	951	1	
HsInv1129	STD	STDHsInv1129BP1HG38	10653	8690	8690	0	8690	0.971166741171211	
HsInv1129	STD	STDHsInv1129BP2HG38	11289	8948	8948	0	8948	1	
HsInv1143	INV	INVHsInv1143BP1NA19240	2062	1367	0	1367	1367	0.962676056338028	
HsInv1143	INV	INVHsInv1143BP2NA19240	2245	1420	0	1420	1420	1	
HsInv1143	STD	STDHsInv1143BP1HG38	15664	11870	11868	2	11868	0.997310924369748	errorMatches
HsInv1143	STD	STDHsInv1143BP2HG38	16002	11901	11900	1	11900	1	errorMatches
HsInv1222	INV	INVHsInv1222BP1NA19129	1541	1258	0	1258	1258	0.976708074534162	
HsInv1222	INV	INVHsInv1222BP2NA19129	2880	1288	0	1288	1288	1	
HsInv1222	STD	STDHsInv1222BP1HG38	13333	9581	9581	0	9581	1	
HsInv1222	STD	STDHsInv1222BP2HG38	13258	9419	9419	0	9419	0.983091535330341	
HsInv1256	INV	INVHsInv1256BP1NA12878	1796	1302	0	1302	1302	0.981900452488688	
HsInv1256	INV	INVHsInv1256BP2NA12878	2485	1326	0	1326	1326	1	
HsInv1256	STD	STDHsInv1256BP1HG38	15417	11636	11636	0	11636	1	
HsInv1256	STD	STDHsInv1256BP2HG38	15436	11271	11271	0	11271	0.968631832244758	
HsInv1258	INV	INVHsInv1258BP1NA19240	4259	3158	0	3158	3158	0.990589711417817	
HsInv1258	INV	INVHsInv1258BP2NA19240	4331	3188	0	3188	3188	1	
HsInv1258	STD	STDHsInv1258BP1HG38	14151	10575	10575	0	10575	1	
HsInv1258	STD	STDHsInv1258BP2HG38	14278	10457	10457	0	10457	0.988841607565012	
HsInv1263	INV	INVHsInv1263BP1HG02059	1119	893	0	893	893	0.445164506480558	
HsInv1263	INV	INVHsInv1263BP2HG02059	2872	2006	0	2006	2006	1	
HsInv1263	STD	STDHsInv1263BP1HG38	13526	9904	9904	0	9904	1	
HsInv1263	STD	STDHsInv1263BP2HG38	12728	9023	9023	0	9023	0.911046042003231	
HsInv1264	INV	INVHsInv1264BP1CMT001	761	639	0	639	639	1	
HsInv1264	INV	INVHsInv1264BP2CMT001	15690	11397	11397	0	0	0	emptyAlt,failedQC,errorMatches
HsInv1264	STD	STDHsInv1264BP2HG38	14503	11033	11033	0	11032	1	
HsInv1306	INV	INVHsInv1306BP1HG02818	820	572	0	572	572	0.890965732087227	
HsInv1306	INV	INVHsInv1306BP2HG02818	772	642	0	642	642	1	
HsInv1306	STD	STDHsInv1306BP1HG38	25270	21864	21864	0	21864	0.954509735440496	
HsInv1306	STD	STDHsInv1306BP2HG38	30946	22906	22906	0	22906	1	
HsInv1314	INV	INVHsInv1314BP1NA19434	568	442	0	442	442	0.827715355805243	
HsInv1314	INV	INVHsInv1314BP2NA19434	3064	971	437	534	534	1	errorMatches
HsInv1314	STD	STDHsInv1314BP1HG38	15418	11308	11308	0	11308	1	
HsInv1314	STD	STDHsInv1314BP2HG38	14974	10828	10828	0	10828	0.957552175451008	
HsInv1321	INV	INVHsInv1321BP1AK1	10206	8787	193	8594	8594	1	errorMatches
HsInv1321	INV	INVHsInv1321BP2AK1	11939	8694	7170	1524	1524	0.17733302303933	errorMatches
HsInv1321	STD	STDHsInv1321BP1HG38	11108	8462	8445	17	8445	1	errorMatches
HsInv1321	STD	STDHsInv1321BP2HG38	9282	6511	6509	2	6509	0.770751924215512	errorMatches
HsInv1348	INV	INVHsInv1348BP1NA12878	3480	2286	0	2286	2286	0.95210329029571	
HsInv1348	INV	INVHsInv1348BP2NA12878	3236	2401	0	2401	2401	1	
HsInv1348	STD	STDHsInv1348BP1HG38	14311	10435	10435	0	10435	1	
HsInv1348	STD	STDHsInv1348BP2HG38	13064	10338	10336	2	10336	0.990512697652132	errorMatches
HsInv1358	INV	INVHsInv1358BP1NA19129	2731	1803	0	1803	1803	0.859389895138227	
HsInv1358	INV	INVHsInv1358BP2NA19129	2549	2098	0	2098	2098	1	
HsInv1358	STD	STDHsInv1358BP1HG38	16924	12003	12003	0	12003	1	
HsInv1358	STD	STDHsInv1358BP2HG38	15358	10698	10698	0	10698	0.891277180704824	
HsInv1360	INV	INVHsInv1360BP1HG02818	795	300	0	300	300	0.884955752212389	
HsInv1360	INV	INVHsInv1360BP2HG02818	1272	339	0	339	339	1	
HsInv1360	STD	STDHsInv1360BP1HG38	15072	11443	11443	0	11443	1	
HsInv1360	STD	STDHsInv1360BP2HG38	14604	10310	10310	0	10310	0.900987503277113	
HsInv1402	INV	INVHsInv1402BP1NA12156	1654	630	0	630	630	0.651499482936918	
HsInv1402	INV	INVHsInv1402BP2NA12156	1198	967	0	967	967	1	
HsInv1402	STD	STDHsInv1402BP1HG38	16406	12331	12331	0	12331	1	
HsInv1402	STD	STDHsInv1402BP2HG38	15664	11905	11744	161	11744	0.95239639931879	errorMatches
HsInv1421	INV	INVHsInv1421BP1NA12004	992	219	0	219	219	0.848837209302326	
HsInv1421	INV	INVHsInv1421BP2NA12004	817	258	0	258	258	1	
HsInv1421	STD	STDHsInv1421BP1HG38	18658	13644	13644	0	13644	1	
HsInv1421	STD	STDHsInv1421BP2HG38	17205	13317	13317	0	13317	0.976033421284081	
HsInv1427	INV	INVHsInv1427BP1HG02059	3358	2015	0	2015	2015	1	
HsInv1427	INV	INVHsInv1427BP2HG02059	2820	1820	0	1820	1820	0.903225806451613	
HsInv1427	STD	STDHsInv1427BP1HG38	12859	9410	9404	6	9404	0.983990792089568	errorMatches
HsInv1427	STD	STDHsInv1427BP2HG38	12867	9557	9557	0	9557	1	
HsInv1474	INV	INVHsInv1474BP1HG02623	2306	1332	0	1332	1332	1	
HsInv1474	INV	INVHsInv1474BP2HG02623	2173	1271	0	1271	1271	0.954204204204204	
HsInv1474	STD	STDHsInv1474BP1HG38	10406	7991	7984	7	7984	1	errorMatches
HsInv1474	STD	STDHsInv1474BP2HG38	8828	7828	7783	45	7783	0.974824649298597	errorMatches
HsInv1569	INV	INVHsInv1569BP1CHM1	791	236	0	236	236	0.8	
HsInv1569	INV	INVHsInv1569BP2CHM1	1051	295	0	295	295	1	
HsInv1569	STD	STDHsInv1569BP1HG38	13834	10309	10309	0	10309	0.926818304414277	
HsInv1569	STD	STDHsInv1569BP2HG38	14156	11123	11123	0	11123	1	
HsInv1590	INV	INVHsInv1590BP1NA19240	2407	1084	0	1084	1084	0.548305513404148	
HsInv1590	INV	INVHsInv1590BP2NA19240	2672	1977	0	1977	1977	1	
HsInv1590	STD	STDHsInv1590BP1HG38	13982	10263	10263	0	10263	1	
HsInv1590	STD	STDHsInv1590BP2HG38	13260	9978	9978	0	9978	0.972230342005262	
HsInv1785	INV	INVHsInv1785BP1CHM1	2298	1987	0	1987	1987	1	
HsInv1785	INV	INVHsInv1785BP2CHM1	1820	1509	0	1509	1509	0.759436336185204	
HsInv1785	STD	STDHsInv1785BP1HG38	14839	11435	11430	5	11430	1	errorMatches
HsInv1785	STD	STDHsInv1785BP2HG38	12700	9354	9162	192	9162	0.801574803149606	errorMatches
HsInv1790	INV	INVHsInv1790BP1HG03115	747	180	0	180	180	0.861244019138756	
HsInv1790	INV	INVHsInv1790BP2HG03115	1123	209	0	209	209	1	
HsInv1790	STD	STDHsInv1790BP1HG38	15139	11366	11366	0	11366	1	
HsInv1790	STD	STDHsInv1790BP2HG38	15931	10814	10795	19	10795	0.949762449410523	errorMatches
HsInv1798	INV	INVHsInv1798BP1NA24149	1246	597	13	584	584	0.465338645418327	errorMatches
HsInv1798	INV	INVHsInv1798BP2NA24149	7315	3466	2211	1255	1255	1	errorMatches
HsInv1798	STD	STDHsInv1798BP0HG38	7542	5885	5883	2	5883	1	errorMatches
HsInv1808	INV	INVHsInv1808BP1HG03486	1811	165	21	144	144	0.475247524752475	errorMatches
HsInv1808	INV	INVHsInv1808BP2HG03486	843	303	0	303	303	1	
HsInv1808	STD	STDHsInv1808BP1HG38	16864	13737	13695	42	13695	1	errorMatches
HsInv1808	STD	STDHsInv1808BP2HG38	13287	11096	11086	10	11086	0.809492515516612	errorMatches
HsInv1819	INV	INVHsInv1819BP1HX1	200	156	0	156	156	0.791878172588833	
HsInv1819	INV	INVHsInv1819BP2HX1	228	197	0	197	197	1	
HsInv1819	STD	STDHsInv1819BP1HG38	15461	11442	11442	0	11442	1	
HsInv1819	STD	STDHsInv1819BP2HG38	14813	11005	11005	0	11005	0.961807376332809	
HsInv1820	INV	INVHsInv1820BP1HG03115	1692	300	0	300	300	0.46801872074883	
HsInv1820	INV	INVHsInv1820BP2HG03115	1623	641	0	641	641	1	
HsInv1820	STD	STDHsInv1820BP1HG38	14000	9168	9051	117	9051	0.970616621983914	errorMatches
HsInv1820	STD	STDHsInv1820BP2HG38	12855	9661	9327	334	9325	1	errorMatches
HsInv1838	INV	INVHsInv1838BP1YH	2021	1472	630	842	842	0.228493894165536	errorMatches
HsInv1838	INV	INVHsInv1838BP2YH	4448	3685	0	3685	3685	1	
HsInv1838	STD	STDHsInv1838BP1HG38	12591	10116	10116	0	10116	1	
HsInv1838	STD	STDHsInv1838BP2HG38	8766	6251	6201	50	6201	0.612989323843416	errorMatches
HsInv1848	INV	INVHsInv1848BP1NA19129	1765	825	0	825	825	1	
HsInv1848	INV	INVHsInv1848BP2NA19129	4012	1640	1326	314	314	0.380606060606061	errorMatches
